plz,lat,lon
52538,5.971811428986217,51.01121084795613
47559,6.017836362465647,51.78867601659058
52525,6.088780667195377,51.054027044633344
52074,6.036363544857081,50.77380757959488
52531,6.104283911780818,50.92688026575664
52511,6.131091549859138,50.973289830496
52072,6.049720447406154,50.82193071873402
47574,6.123684281714629,51.695422757645424
47533,6.124878407029304,51.803011813734024
52134,6.098337011577414,50.863891471510115
52076,6.149791140378537,50.71524768248539
52064,6.078625171120395,50.76737626254649
41372,6.1543266034672435,51.20488017904548
52070,6.096236728051978,50.79382294548916
52066,6.104953290157221,50.757668254128355
41379,6.1643170069733,51.26318949395364
52062,6.086443880210035,50.7770244641293
41849,6.145102576469677,51.11320810425987
52146,6.150723797811983,50.82722072333624
47652,6.182373915368906,51.62110060665104
52068,6.125893781052839,50.779764220220144
46446,6.248393624017891,51.850129021603216
52080,6.159639877432045,50.78793691145242
54689,6.17824990910485,50.0624417248872
47551,6.206950819753024,51.75811834408577
52078,6.1614474205635075,50.75704406857634
52477,6.175513181839648,50.868609146471385
54617,6.164812975013311,50.14452347756634
41844,6.249525282466174,51.14280694142474
52499,6.185299565417197,50.91794511176847
41836,6.230803206930433,51.04319813334981
41334,6.250261010771903,51.316402009859466
54673,6.259727047259497,50.015752493704994
54619,6.235755737791776,50.13362499008648
47624,6.198597378182402,51.55095754683709
52159,6.183406430720874,50.658371537523685
54616,6.210413352004482,50.21399398172462
52159,6.215427777865026,50.63613830302398
52156,6.208646983144498,50.56306637023664
52222,6.214677248088989,50.7843503746428
52159,6.227482618479086,50.67116082052988
52156,6.196465656025722,50.52520934480526
52223,6.21775703998869,50.7455560420858
52249,6.26986665838458,50.82845535584102
47623,6.232214255197177,51.57858879735128
52441,6.282252561352904,50.975954249817676
52156,6.275893870103237,50.538947325006795
52457,6.261263836671835,50.89820821960858
47608,6.310702272475409,51.51846282220722
41812,6.339012414641272,51.06771503834396
52224,6.284483489206791,50.73885874910501
47638,6.259387027119664,51.42886080894936
41366,6.271492356651617,51.21833490426528
47589,6.293745090220164,51.676314162759546
54608,6.304014421443639,50.23759240462792
54675,6.305221781759258,49.93243727932578
47546,6.311338789839657,51.75045317079344
54597,6.317730748261118,50.15761998746397
54687,6.273673369686852,50.086274301186116
47625,6.292002811532894,51.56072303455805
47627,6.271757201698304,51.62875609344173
47626,6.312805962699045,51.59432063197014
52152,6.329485497796275,50.613702088111886
52156,6.247423400146711,50.59755782501471
52152,6.26120116662211,50.6340209149699
41751,6.319602957009738,51.253884139132765
52428,6.3687724662114915,50.92826081965809
47669,6.3262204168158025,51.399507852379294
52393,6.372860509123217,50.71146672092322
54597,6.478738604904589,50.24128328460049
41179,6.35210168313939,51.157497075835366
47665,6.3751095737317955,51.615412364031585
52379,6.364338160774541,50.7987703473357
54649,6.374152564963516,50.084857685293244
46459,6.42042770457712,51.77341888260079
47929,6.350375397809156,51.340901237217146
41169,6.34525728386751,51.20310947595469
41749,6.364545869953658,51.29258539606228
47647,6.388888225334519,51.447342482871385
52459,6.370908582629087,50.86208341754065
54595,6.418181400836862,50.221191517462564
53940,6.425613476384768,50.448795796035235
54669,6.362782627443276,49.854131105969984
54646,6.386565654173908,49.945763876219544
52445,6.422007237294685,50.99533111509983
53937,6.45163244500819,50.55682623294186
41189,6.398555179056842,51.11396168824148
54636,6.489437763117662,49.98131827641546
46509,6.43376805498606,51.6731109023203
41069,6.3966240890251465,51.18148213099873
66706,6.425987103417587,49.50450891010111
54439,6.475687807569778,49.58844869238717
47906,6.437583632947136,51.37843938306233
41747,6.383869117981968,51.25311477851466
41748,6.40771875883276,51.242320126524675
54668,6.427530156041048,49.87140332957792
41068,6.3907706458042615,51.202492098708355
52385,6.485481798353985,50.676180719932894
47661,6.433993258411215,51.521696071471084
54597,6.429070630542773,50.088622490982154
52396,6.489632408474685,50.63186732390712
54457,6.441169010227352,49.608955618940335
54611,6.423079437097993,50.35904160899032
52353,6.4527628315190855,50.832776794533395
46419,6.455282541814345,51.83449753908461
47918,6.452542859376517,51.316487123568834
41063,6.42715695136721,51.21133469999993
41747,6.402720608918984,51.27492479542921
41748,6.397923284401489,51.2740583429581
41239,6.42087125222214,51.161514733268085
52355,6.448249496793298,50.7788974701886
54614,6.448665340304874,50.15166136123173
41748,6.406262925837232,51.24666089836582
41069,6.416686593840251,51.18972089028673
53949,6.511013873008673,50.395972134998125
52382,6.475023769243952,50.89299703188112
47877,6.518865276565279,51.262428305809316
46519,6.488759106259171,51.59654116434339
41061,6.4335016543308905,51.19525127623084
41747,6.417752811207197,51.246887967584485
47509,6.474111507191057,51.45100437912976
41061,6.419867958972134,51.20152843829461
52372,6.490970509177078,50.732465738593454
41199,6.44828425237719,51.13033160661272
54453,6.463165581448822,49.647448399627756
54612,6.4832010959264625,50.11322453577938
54441,6.4648502325503525,49.67630078528337
54441,6.538327166402033,49.55483152627021
41066,6.4696615987482025,51.22688883379926
52349,6.470873713305724,50.80063649780598
41065,6.466287830694837,51.19576361477943
54666,6.452325923180442,49.847490648328666
41236,6.446246103173688,51.16485691977272
41238,6.488953449908215,51.163424552904935
41363,6.506611398219754,51.10266206600111
41061,6.4471547864597945,51.190682845666636
41063,6.44516642974291,51.20224929781067
54310,6.518052527951699,49.81439875606035
66693,6.552329145117401,49.502092994961686
47475,6.520244877974436,51.51579643430085
54634,6.5319311075108635,49.966850738432115
50181,6.5450821281286204,51.00979824139965
46487,6.540542610063923,51.67355400336904
54456,6.487877631731157,49.64596682910572
46399,6.58527680929623,51.871316474221764
54589,6.516958216678164,50.33367951678818
54298,6.566927532232514,49.85541379718266
47839,6.507699399347689,51.37408782568954
50189,6.562364953619144,50.93184277691316
54331,6.500642667049586,49.6990357559596
41352,6.549323607386607,51.18581048319704
52351,6.509217194404042,50.79706407925221
46499,6.61742238603803,51.74950461056312
54441,6.555080355690043,49.63893789826588
54456,6.512239222146272,49.67274969729127
47804,6.523644904125792,51.31259701319023
53925,6.552662919209679,50.516414576698615
54308,6.522316549293415,49.74102567551202
47506,6.5502605506803695,51.44289330862748
52399,6.550128422531671,50.84274109691916
66663,6.626760074528756,49.44684760268917
54332,6.53484795704906,49.699015506216064
54450,6.541723331877679,49.54688448423434
46395,6.579744587187934,51.820384929635445
52391,6.605694773924996,50.74217793706898
47803,6.545843001602888,51.34876431596741
54329,6.606534803474208,49.67885547821166
41517,6.581923770890153,51.0542217276009
52388,6.629155454626392,50.80166705215264
54298,6.54511023912498,49.722215435062786
47802,6.574429348327473,51.3790145606982
54311,6.567278168451512,49.76789527417116
54655,6.60421974497591,50.063587584333995
54610,6.566079183634188,50.21154660112568
54584,6.584727775661264,50.34489402273561
47495,6.610031170037199,51.555986563650066
53894,6.6478539110314525,50.59111165471306
54587,6.606128892365808,50.315972515677075
66780,6.624767414487593,49.37399198265975
54657,6.562388464662244,50.09551028143169
47807,6.583751795075926,51.30116728042128
54586,6.564349854548472,50.33342387177769
47805,6.568124816384748,51.319621772537324
41515,6.599764376271542,51.08687301300087
47798,6.55816438478194,51.33172352567337
54455,6.60430696901842,49.5707629000767
54570,6.701250132403603,50.16524202736176
53947,6.6631861345736265,50.49198428489635
50170,6.590548246680386,50.8753898017945
54574,6.613526864073285,50.17599373341382
54294,6.594913086339962,49.73503725994774
47447,6.615818353587351,51.41750763905118
41564,6.610974866543237,51.21939373560482
54568,6.647295658077238,50.21753188262559
50126,6.61988111760388,50.966688383534105
47799,6.576924797659532,51.33645000613244
54309,6.604886802838553,49.811453464981234
53909,6.668037851820289,50.68652430101697
54298,6.599049658061342,49.78953546856926
54570,6.596775376328963,50.26242152390034
47445,6.608572613131749,51.49076203047514
54451,6.618359858924555,49.59642159143132
54459,6.612558447897688,49.64211298957466
54585,6.601313449916483,50.36597282820647
41516,6.63740554444697,51.12053376839691
47800,6.601873356130212,51.35014798453607
