2009-09,2010-03,2012-01,2012-11,2014-04,2009-06,2009-08,2010-06,2010-08,2010-10,2011-06,2011-07,2011-10,2012-03,2012-07,2012-09,2013-05,2013-09,2009-11,2011-03,2011-11,2011-12,2013-01,2013-12,2014-05,2009-07,2009-12,2010-01,2010-05,2010-07,2010-11,2010-12,2011-01,2011-09,2013-04,2013-06,2013-07,2014-07,2009-02,2009-03,2009-10,2010-04,2011-02,2011-04,2012-08,2012-12,2013-03,2014-01,2014-06,2010-09,2011-05,2012-04,2012-10,2013-08,2013-10,2013-11,2014-03,2009-05,2012-06,2011-08,2012-05,2012-02,2013-02,2014-02,2010-02,2009-04,2009-01,plz,lat,lon
,,,4.8,5.6,,8.64,,,,,,3.51,16.8,,,,5.2,,,,5.64,,,,,5.76,,,5.55,,,,4.1,,9.6,,,,,,,7.68,,,,,,,9.35,,,,,,,,,,,,11.57,,,,,,47137,6.77,51.472
,,29.9,7.02,14.64,,11.34,118.21,128.76,16.14,328.42,10.78,28.96,129.71,,,,12.86,9.28,,80.18,160.46,,,43.16,62.02,118.44,,11.16,102.5,21.71,142.14,,33.64,,,3.18,42.2,,,14.34,25.13,,14.5,4.68,100.41,17.6,,,15.31,22.22,8.2,8.32,52.73,9.0,52.89,14.59,2.62,4.93,82.52,,386.9,6.99,10.84,11.34,,,46539,6.798,51.575
6.44,72.14,,46.25,2.8,9.36,14.96,37.7,18.51,14.46,20.4,18.89,57.57,206.84,36.4,120.34,20.15,38.0,185.4,,9.62,447.86,5.4,8.92,7.65,22.76,37.27,,57.1,8.0,10.2,133.69,,35.29,6.5,33.09,56.81,42.92,8.9,,,57.32,,,19.88,14.88,14.03,28.3,,61.17,26.08,,0.51,78.0,6.75,14.3,,,146.88,39.93,,,9.8,,,,,54550,6.814,50.206
,,179.48,,4.0,,4.3,,,,,7.6,,,,,10.75,,3.85,,,,4.49,,,,,,,,,,,,,,3.64,,,,,,,,,,9.6,8.93,,,,,921.6,,,,,,,,,,,4.58,,,,47138,6.791,51.463
,316.52,143.24,99.68,,,74.34,333.19,32.4,15.34,106.56,79.05,7.15,114.74,61.29,139.24,21.56,12.87,30.45,,197.84,454.84,3.68,25.8,3.18,,66.68,,187.13,36.96,,466.66,23.27,456.8,28.8,,6.8,,30.45,5.4,130.37,59.35,34.4,,67.83,50.0,,8.5,7.75,60.78,42.55,44.26,63.14,,104.82,325.03,3.0,30.98,199.68,6.3,8.06,32.78,192.06,10.42,64.3,31.5,,49843,6.884,52.488
,12.64,7.8,11.15,,,,150.06,3.78,5.7,11.02,28.89,13.01,65.03,12.0,7.35,7.1,,115.0,,162.52,153.14,11.96,7.84,9.93,14.72,17.73,,8.7,,,47.06,,26.98,,,7.65,15.95,,,12.68,35.96,,,,12.0,6.38,,4.0,22.23,29.64,,,,,,,8.1,8.38,47.88,,10.0,4.41,,,,,54523,6.796,49.882
,,,,,,,3.24,,,,,,,,,,,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40219,6.762,51.214
88.12,97.06,6.24,25.85,9.25,20.0,13.31,101.11,,9.38,40.86,15.67,30.24,20.52,20.68,28.08,,9.94,41.76,13.7,22.9,115.05,10.73,6.36,14.49,76.36,92.68,,71.22,52.11,23.75,67.81,,26.04,39.77,14.4,6.89,,,19.73,70.95,49.72,,30.52,41.86,35.55,5.15,6.5,4.5,35.6,22.68,35.17,49.82,11.6,27.66,62.26,15.88,20.95,16.59,49.09,4.75,5.8,39.7,,,19.62,10.12,66809,6.802,49.388
21.78,,517.0,19.67,6.0,,,140.67,64.16,13.32,68.4,8.3,35.04,11.73,,440.02,,6.62,,,18.24,2300.89,144.46,,,19.04,83.38,,398.42,16.38,,114.42,234.24,31.44,7.61,22.24,9.75,11.25,,,,16.68,,12.04,,24.36,9.12,,6.5,13.93,,11.44,39.69,,,,8.67,,57.41,,,,,,11.18,,,54534,6.799,50.036
,,4.3,16.08,,,,3.92,4.6,9.68,8.0,4.93,7.84,,,6.09,,,,,10.8,16.24,,,,3.08,16.59,,,,,24.03,2.66,,3.68,,4.85,7.0,,,7.5,6.49,5.4,,,,,,,2.24,4.88,,5.1,,10.71,5.1,,,7.52,12.69,,,,,2.16,,,40468,6.777,51.267
,,,,,,,,,,,59.16,,7.41,,12.25,,,,,,6.48,,,,,,,,,,,,,,,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47051,6.768,51.432
103.0,322.16,480.63,48.89,16.0,10.08,30.0,1036.07,133.34,153.24,6.56,50.11,235.7,263.21,62.14,32.24,62.12,48.68,174.89,21.0,173.43,608.79,55.32,12.19,4.8,1117.16,571.78,98.23,797.7,687.58,104.87,209.2,64.24,74.0,54.99,38.92,39.79,115.0,,,132.9,638.08,,83.68,11.62,50.88,90.91,9.5,5.06,387.83,109.68,309.32,44.6,71.38,60.78,60.26,26.23,350.35,161.75,49.43,19.66,,58.03,29.94,4.9,38.34,7.2,46354,6.847,51.945
212.39,174.33,15.68,37.44,26.08,154.38,139.34,1596.1,199.22,171.1,436.42,,48.97,923.96,306.48,4.93,18.42,43.22,326.88,9.88,172.56,870.4,158.88,87.9,19.52,22.89,526.12,35.02,162.53,337.7,88.19,594.22,29.6,75.35,17.96,33.26,145.16,8.0,12.15,,55.68,184.58,19.66,87.79,84.16,174.39,113.59,13.98,28.74,409.43,74.9,22.0,204.55,77.96,51.22,6.75,40.51,29.82,779.84,130.05,,10.64,96.1,36.31,108.46,,,46348,6.833,51.766
,29.92,,3.84,7.19,,2.58,,,11.56,6.6,5.88,,20.5,7.98,11.28,8.25,3.92,,,12.48,45.14,4.7,,,,49.93,,,3.08,,8.93,4.62,10.1,,4.8,23.12,6.0,,,7.65,,,8.6,12.32,,,8.0,,5.4,6.24,4.88,,,,9.0,31.68,,,,35.48,,,8.97,,,,47269,6.792,51.36
,17.87,,,,,,7.99,,,9.62,5.7,,15.68,,,7.4,,13.52,,8.78,65.44,,,,,,5.25,9.66,2207.2,,6.0,,4.56,,,,,,,5.85,11.18,,,38.04,16.66,,3.0,,,5.39,,,,,,,,5.14,7.35,,,,,,,,54341,6.795,49.769
57.81,,,,4.5,29.52,52.64,90.85,,,8.1,37.36,,95.54,69.99,24.67,10.36,14.4,36.7,4.4,51.06,73.76,38.2,,,13.6,57.98,19.02,17.52,87.6,25.74,129.68,,9.42,7.2,20.59,7.2,9.0,7.2,13.59,88.4,16.62,,6.75,104.78,65.1,,31.5,,78.25,34.34,,,,,,,23.84,102.59,20.31,,,30.62,6.48,9.36,44.67,,66709,6.809,49.55
,,,,,,,10.36,,,,,,,,,,,,,11.2,17.4,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,,,,,5.4,,,40223,6.777,51.197
20.57,31.59,64.53,23.47,5.16,5.4,19.42,293.46,44.59,,36.8,21.57,233.82,1131.62,6.04,22.55,52.49,14.94,,4.56,33.32,161.38,,92.0,,9.31,128.58,110.79,96.64,,6.44,19.19,,16.69,28.19,9.36,4.0,200.0,,7.2,8.8,342.12,9.07,77.6,34.32,14.34,,,13.95,,79.13,37.04,32.58,,47.0,14.25,159.25,5.4,127.42,10.12,157.92,8.04,24.72,22.63,8.0,,,53879,6.786,50.657
24.18,46.98,23.42,75.04,16.62,66.31,15.84,379.83,47.08,14.04,159.65,209.94,91.17,229.62,101.9,84.46,38.7,153.12,123.09,29.0,97.76,450.76,52.96,19.75,17.45,972.6,183.96,,180.93,138.22,12.58,69.61,20.55,56.0,134.27,40.33,28.5,226.68,,,12.14,17.75,31.87,32.43,45.09,,95.0,22.74,44.22,279.65,180.34,24.16,116.38,46.18,35.22,35.22,8.37,,167.26,41.91,8.74,58.66,41.74,11.28,13.08,,,53919,6.839,50.732
,3.9,,,,,,32.3,,,70.24,12.77,10.14,9.56,29.86,,9.5,9.6,20.0,,22.57,670.35,18.33,,,16.32,27.7,5.54,4.8,11.97,,128.44,8.4,,8.25,,,5.0,,5.2,11.55,4.32,,,14.43,8.82,8.48,3.0,,6.6,,,5.1,10.86,,,10.75,28.0,7.8,5.98,105.0,,9.01,3.0,,11.88,,66806,6.781,49.302
55.38,71.14,147.58,25.3,26.96,66.29,59.36,802.78,55.46,10.01,76.02,20.3,301.12,233.28,47.63,12.5,50.16,59.05,82.64,32.85,238.67,440.3,6.62,7.0,4.16,89.75,109.8,6.44,152.35,69.3,92.02,138.85,10.34,21.74,22.52,21.78,18.5,,8.82,5.94,94.68,118.85,51.2,58.24,14.03,67.48,,17.91,15.75,92.74,72.2,65.7,30.79,55.38,21.41,74.78,11.02,61.81,,15.75,,,19.11,109.6,20.5,21.76,,66793,6.84,49.353
303.4,,41.0,,,,,164.62,,,91.44,,42.31,352.48,,,,6.0,,,5.4,287.12,,7.25,,,901.24,,,,,67.14,,244.79,5.88,,10.0,55.46,,,63.86,83.92,,,,89.3,5.17,,29.7,30.38,105.04,11.76,82.78,,,,,,,,12.0,,5.04,,27.06,,,49849,6.834,52.542
,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,40479,6.78,51.234
60.61,117.11,272.66,149.42,2.94,55.2,80.42,1078.05,211.76,81.24,131.24,69.57,164.91,124.91,118.96,101.79,94.77,34.25,66.96,427.36,263.72,670.28,8.64,8.93,12.24,87.7,720.88,237.3,154.9,82.21,22.06,627.82,8.61,167.34,31.73,83.0,17.75,123.76,10.8,44.15,70.54,162.82,,11.82,158.13,59.4,109.27,75.88,16.08,372.29,227.24,465.74,48.98,87.0,21.97,16.77,,26.8,5059.36,105.4,11.28,121.72,44.76,11.27,32.0,30.69,,54552,6.872,50.205
,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40217,6.774,51.213
,,47.52,3.22,70.2,,,40.25,,15.0,4.14,402.76,,48.0,,,8.96,14.71,,3.8,,4.56,11.76,3.3,,,12.36,,,3.88,,102.72,,9.36,,,11.2,5.0,,,4.73,,,,,19.28,,,6.0,,,,5.46,,5.89,30.0,,,,,,,,,,,,47167,6.8,51.5
32.27,,50.59,,,5.04,,338.77,,,,,,,,4.46,,,39.76,,15.75,23.74,29.0,,386.0,,1.2,11.8,8.0,19.0,,54.09,,,,,7.2,103.59,,,,1.9,,,,,15.6,,,12.38,,,12.7,7.68,10.29,,,,,,,,,2.0,,,,54427,6.834,49.636
,8.5,,4.8,,,,,53.28,9.72,9.0,5.0,9.24,8.17,,,,,,,,62.94,,16.25,,,6.46,,58.95,,,12.6,14.1,,,,,9.8,,,,,,,,,,,,,,,7.25,,,,,,,,7.68,,13.72,,,,,53533,6.813,50.408
,,,,,,,,18.5,,,,,,,,,,,,3.99,41.9,,,,,,,,,,9.98,,,,16.9,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,40476,6.782,51.248
13.86,6.3,,850.0,11.44,,1.8,880.53,,13.59,117.5,,3.2,95.23,10.38,45.12,179.32,11.28,,,48.03,140.16,14.6,,10.24,82.2,15.5,7.92,26.4,,18.9,74.15,,7.22,10.5,9.95,509.51,45.0,,,,,,5.06,6.1,,33.84,,,34.05,33.12,20.16,31.39,26.21,11.84,17.08,,5.88,3.51,,3.9,10.22,4.7,,,,,50769,6.876,51.046
5.17,29.4,,,,,,,,,,,,,,5.76,,,,,,,,,,,,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40477,6.786,51.239
,,9.4,,,,,10.36,,,,,,11.7,,,,,,,,,,,,,,,,,,5.94,,,,,,,,,,4.55,,,,,,,,,,,,,,,,,,5.28,,,,,,,,47057,6.799,51.42
43.58,4.5,13.76,,,8.28,12.08,96.83,15.31,39.06,120.28,19.02,24.94,41.3,249.36,98.87,4.5,,15.78,12.5,20.11,38.0,,,,22.98,91.38,34.02,45.54,35.6,15.26,14.81,,,,6.6,,9.99,4.5,,11.85,7.65,,15.68,21.55,,18.55,,,26.39,19.8,48.47,10.12,5.34,9.75,56.56,6.0,3.74,28.8,10.54,,7.6,5.46,,,50.28,,66359,6.816,49.278
,29.21,,,,,,21.5,3.29,,,,,17.55,,,,,,,,,,,,,,,,,,29.67,7.02,,,,,10.92,,,,,2.3,,,,,,,,,,,,,,,,,,,5.92,4.17,,,,,40225,6.794,51.197
,2.94,6.0,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,2.58,,,,,,16.5,,,,,,19.27,,,,,,,,4.62,,,,,,,,,,,,,,,,,,47058,6.795,51.44
,,,16.74,,,,27.02,2.77,,41.65,29.08,12.6,3844.77,32.95,10.14,,8.4,73.11,14.28,11.75,51.82,,23.4,,123.02,28.77,,19.2,5.06,16.45,2360.7,,,,9.6,1451.24,15.0,5.4,5.22,,17.3,11.8,11.22,230.12,69.09,26.47,7.27,13.28,17.67,26.41,,30.73,18.27,,,,10.34,13.45,7.99,5.32,,,,,5.16,,66352,6.823,49.182
,,,,,,,4.14,,,,,,,,,,,,,,,,,,,3.6,,,,25.88,,,,,,,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,13.92,,,,,40215,6.784,51.214
3.75,293.5,26.34,4.08,17.29,,,53.5,,,11.34,176.97,25.5,48.91,,,10.53,5.0,12.88,,32.94,75.03,15.25,,16.16,,26.0,25.22,40.69,13.0,5.64,38.17,,11.31,12.72,5.0,42.46,8.2,,4.48,8.55,4.68,,2.14,15.97,16.94,7.75,,12.38,51.7,9.03,9.6,58.12,13.85,13.5,5.46,,,20.28,40.59,10.1,,14.81,,3.7,,,46147,6.819,51.546
87.3,15.44,5.07,33.55,6.0,62.64,11.52,446.84,4.4,28.65,75.19,41.32,55.84,455.44,216.74,208.52,11.52,41.76,16.0,66.46,98.84,239.2,23.83,21.28,26.2,69.87,227.58,10.8,45.07,128.93,46.93,187.08,10.64,30.9,50.37,21.12,3.91,8.3,4.84,29.24,10.85,26.32,6.58,21.27,96.64,24.94,13.92,40.54,3.85,161.6,11.82,7.96,2.75,6.12,154.27,3251.08,170.99,20.1,9.98,12.0,13.8,32.6,7.02,32.89,3.52,36.67,,50354,6.859,50.874
,,10.08,5.98,,,,6.15,,,,,,11.12,,,,,,,,,,,,,,,,,,,,5.76,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,40211,6.792,51.229
6.94,,,24.36,,,,2470.75,,,,10.34,7.42,17.55,,,10.0,,,,54.53,62.05,,,4.8,,14.1,,,,,3.26,,2631.79,,,,,,,,,,,7.85,,11.48,,,15.09,,9.54,7.02,15.03,,,5.94,,1116.04,21.18,,6.2,,,4.32,,,54346,6.829,49.789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,40210,6.789,51.222
32.18,90.61,26.5,29.09,29.65,47.94,32.18,102.66,61.2,10.61,158.94,152.22,81.46,141.18,110.79,78.79,2096.08,38.48,15.89,5.55,120.94,829.72,26.36,10.14,4.5,50.34,123.01,28.58,41.23,65.81,29.68,88.74,363.37,102.26,38.8,38.3,45.3,12.25,,,47.48,33.54,,48.08,104.67,66.95,67.56,14.28,6.0,34.35,110.74,32.06,84.82,27.61,,73.77,9.89,40.36,67.6,7.2,11.44,140.19,30.36,5.5,43.85,34.93,,66773,6.833,49.306
,,,,,,,,4.2,,,3.7,,,,4.0,,,,,5.06,8.19,,10.46,,6.84,,,,,,,,,,,,,,,,,2.96,,,,4.41,,,1.85,,,,,,,,,,3.68,,,,,,,,47279,6.802,51.385
106.04,113.49,68.7,44.31,11.0,167.6,104.88,325.94,31.31,33.94,881.64,188.95,87.91,295.58,156.27,48.01,6.72,56.71,90.17,17.48,147.68,206.59,12.09,15.0,16.95,110.91,268.35,58.15,128.79,199.99,65.88,145.53,98.28,68.3,140.16,59.41,80.11,15.13,23.95,16.86,804.9,150.08,28.81,73.74,81.17,9.16,73.93,9.8,4.0,101.77,38.9,63.22,111.0,33.6,24.16,22.2,34.54,73.38,22.24,81.81,299.26,114.4,13.52,5.4,48.73,88.22,9.72,66839,6.851,49.446
,,,,,,4.09,6.28,3.0,,34.17,,,,,,1010.0,,,7.82,,1141.74,,,,,,,,,4.73,4.75,26.45,,,,,,,,,2.7,,,,,,,,3.5,,,,,3.64,,,,92.69,,5.64,,,,,4.32,,40472,6.823,51.27
,,,4.56,,,,,,,,36.66,,,,,,,,,,4.6,,,,,,,,,,,,9.12,4.29,,,,,5.78,,,,,,,,,,18.4,4.7,5.13,30.0,,,,,,,,,,,9.72,,,,40227,6.803,51.213
23.82,,,,8.5,,,,,,,,4.7,18.0,9.55,156.87,,19.62,,,6.27,231.59,,,,,61.46,4.03,2.3,,,,,,7.18,5.14,,,,,22.08,,,,9.91,,4.68,,5.22,37.4,,151.44,,5.0,,,4.8,,226.48,,,,8.2,8.82,,,,40589,6.821,51.166
,,2.94,,,4.2,,,132.6,,5.19,3.18,,9.31,,,,,,,3.7,,,,,,,,,,,,,,9.36,,,,,,,,16.72,,,,,,,,,,,,,,,,,,,,,,,,,40470,6.808,51.254
,,33.81,16.76,,10.4,,149.29,16.42,53.45,17.97,9.02,,154.66,18.97,5.6,,,,,24.75,9.61,20.44,,,6.65,20.16,,,92.7,,9.4,,10.14,5.5,,,8.25,,,,82.33,,,,,,14.13,,138.57,62.45,,13.2,,6.76,,3.02,,10.14,,,6.25,,,,,,54528,6.844,49.93
,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40239,6.803,51.244
,13.56,,,,,5.6,52.75,,,226.42,26.88,,,2141.56,,,19.39,,,,61.06,,,,8.0,70.36,12.18,,45.14,11.81,94.75,,,,,9.88,,,,,29.16,,,18.91,3.06,0.78,9.46,9.07,21.94,8.82,17.49,18.54,,,5.13,,,200.6,48.13,,11.07,6.48,,,414.12,,41541,6.83,51.132
,,23.25,,,,,64.36,,,,,15.02,15.6,,,,,,,,327.59,,,,,8.28,,,92.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,185.58,72.96,,,,,,,40233,6.811,51.222
,,,,,,,6.91,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,6.0,,,,,,,40237,6.811,51.237
10.08,11.12,,,,,6.44,104.2,,9.0,5.85,,4.8,8.0,10.12,,30.75,,,7.7,,170.9,,,,,14.4,,36.81,,127.41,,,8.4,14.03,,,,,,,13.8,,,,,7.35,,,,9.16,,,51.06,,8.64,,,27.74,117.17,,,,,,,,53534,6.86,50.353
,4.14,100.87,5.66,,,4.32,10.18,18.94,7.59,,10.64,4.32,36.25,8.75,11.27,20.13,,,12.88,27.7,22.63,14.43,7.16,4.0,,21.82,,16.37,17.02,11.35,34.02,9.84,6.9,5.3,,,83.8,,,,7.04,,12.57,4.94,7.8,,11.05,7.36,1.85,21.26,10.32,16.15,15.74,5.56,9.01,6.45,,,,10.56,,,14.61,,53.55,,41539,6.848,51.102
48.26,132.84,146.93,44.66,9.9,63.74,79.37,340.59,34.86,50.59,82.44,85.18,17.76,1300.9,45.84,4512.92,10.0,8.4,75.24,42.0,36.26,288.39,14.88,4.59,44.09,66.56,303.19,12.18,72.6,114.49,28.17,83.11,32.06,,181.43,40.38,23.26,36.75,,10.58,101.3,90.16,,3.15,60.3,20.84,9.8,7.65,29.28,510.0,122.23,97.76,52.0,28.56,16.63,48.92,22.46,19.78,217.82,31.92,26.01,151.44,,4.2,3.85,31.27,,66687,6.887,49.541
3.22,4.32,,11.79,,,,20.33,4.07,4.4,15.44,75.51,59.01,8.88,,2.94,5.88,,,3.67,4.4,125.76,,,,,9.62,,16.37,,6.35,10.34,,,5.14,8.59,5.3,,,1.35,,,6.82,4.73,,,,,4.73,13.0,8.0,,10.97,,,,5.98,30.03,,16.11,,2.78,,,,,,40880,6.82,51.298
45.52,7.59,42.95,18.81,,8.1,,187.02,7.35,9.24,213.8,108.8,55.95,21.71,32.3,51.86,30.0,9.8,24.6,,48.56,439.54,7.31,,,29.55,182.66,,79.33,58.91,88.62,86.34,,70.84,11.25,,29.95,27.0,,,30.94,104.31,,,,34.24,4.6,8.0,,53.34,19.61,59.9,,,,6.86,50.0,13.86,203.4,65.82,26.88,22.6,14.21,42.12,,20.82,,53539,6.901,50.301
,8.56,10.52,25.22,,33.36,4.68,196.13,7.8,6.84,57.77,6.08,8.57,154.0,,71.79,,36.36,3.14,19.73,17.99,202.82,216.62,5.23,,4.2,25.65,4.14,21.74,33.39,,153.57,,,,9.2,65.56,7.02,4.4,32.4,13.36,7.85,,11.16,,7.97,,,,58.09,38.2,,17.52,10.0,,,7.43,,113.96,8.57,,5.32,,,19.98,5.1,,40885,6.86,51.344
4.6,,34.5,6.44,14.42,,4.37,19.99,,,84.72,9.3,17.29,9.2,,,,3.12,,,,33.29,14.3,2.25,,,2611.66,,,,8.45,,,,,,6.24,,,18.23,,11.16,1.0,5.55,4.56,8.62,5.72,,,9.1,,5.7,7.84,4.93,10.74,,,3.61,,2.2,4.07,,,,4.26,,,40591,6.821,51.19
5.76,3.68,5.74,27.14,17.45,12.98,8.4,287.15,15.1,10.32,138.33,65.04,17.23,13.95,6.0,19.19,46.28,24.52,3.06,,50.26,109.69,9.88,9.5,193.89,,7.14,8.28,16.08,,2.78,9.94,,,,6.05,,28.27,,,32.1,,,6.66,8.43,25.66,,8.84,6.5,11.66,3.96,27.84,11.41,5.75,,69.19,10.72,,18.95,,,,,6.24,5.88,3.8,1.98,50859,6.833,50.953
,,15.75,24.39,,,,21.88,,6.82,34.34,,35.11,13.6,4.16,6.58,114.5,6.89,,8.8,10.45,37.01,,,,18.72,,4.1,,,10.81,5.55,,5.09,10.8,14.26,9.66,58.65,2.92,,,,,,,4.0,,,,15.83,382.95,,6.24,7.2,14.66,20.83,2.34,,,6.34,,5.75,554.6,,,,,45478,6.834,51.432
,,,,,,,,,,,,,,,,,,,,,,141.18,3.0,5.1,,,,7.22,,,28.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40235,6.825,51.231
,,41.0,9.75,4.77,,,254.53,8.81,,5.18,,8.3,141.87,,7.41,9.59,7.5,,,15.4,13.14,,14.21,,3.68,26.71,,24.06,,,9.22,,,6.0,13.97,,15.0,,,,14.19,,,4.08,15.74,7.67,15.77,7.41,42.19,2.22,,6.63,11.72,3.7,4.08,,,,11.04,2.82,,9.26,,,,,46049,6.835,51.473
14.4,,,34.89,,4.76,4.2,53.56,,3.24,11.88,10.08,,9.82,8.5,4.5,7.22,20.44,,32.19,11.88,399.35,,,,13.8,18.48,,9.89,,7.68,11.6,,42.89,9.69,,,7.56,,,3.51,2.96,4.37,5.18,8.84,48.98,8.97,5.2,,,16.4,19.57,11.12,8.5,,6.47,16.65,33.7,5.0,12.13,,15.68,5.98,14.98,4.2,,,46149,6.835,51.512
,5.76,,,,3.0,2.4,,,,,4.5,5.52,,5.28,,4.94,,,,5.7,4.1,9.14,,,30.0,8.1,,,13.76,,,,4.23,20.5,,,,,,,,,,,,,,,,,11.44,,,,5.67,,,,4.2,,,,,,,,45479,6.842,51.409
,2.48,,,5.2,,7.1,107.28,,,5.29,,,133.44,2.64,,,,,21.15,60.45,27.69,,,,,102.26,4.49,91.0,4.18,,6.54,,5.06,,,3.3,24.06,,9.36,,95.48,,5.92,,,,,3.77,,,,16.44,,,,6.0,,4.77,6.08,,,,,,,,40229,6.844,51.197
18.84,3.22,5.4,,,,2.38,43.75,,10.34,8.64,6.24,16.95,19.09,4.54,30.97,,,18.94,,24.87,36.14,25.52,13.78,21.0,4.4,13.43,,21.61,23.68,17.5,14.65,5.18,,3.85,5.2,6.12,,,,26.14,,,,3.9,6.6,4.77,,6.66,31.01,,3.75,,,3.18,14.21,9.5,,11.69,11.88,4.8,,4.68,7.28,4.18,,,45481,6.862,51.384
,,,99.96,,,,5.25,,43.2,4.76,,,,,,4.9,3.0,,,,423.55,,,,29.52,,,,,,,,,,,,,,,,,,8.33,62.7,,,9.0,,28.9,,,,,99.75,,,,,,,,,,,,,40231,6.832,51.212
,,,,9.62,,30.0,101.98,,,4.32,,4.65,,5.56,,,,,,,129.29,,4.24,,,231.7,,,30.44,,,,,10.55,,,,,,33.44,,4.4,,,7.8,,,,21.06,,,,,,,,,,24.48,,2.7,20.52,,,,,40629,6.886,51.254
,,,,,,10.12,986.24,,,10.58,,,6.65,4.14,4.58,,9.6,,,,,,,,,,,4.32,,,4.81,,,,,,,,,,10.0,5.4,4.99,,,,,,4.28,,,,,,,,,,4.32,,,,4.68,,,,45476,6.854,51.449
,7.56,,4.34,4.08,,,62.4,12.19,,,75.0,5.0,,,18.82,,4.16,13.5,,4.28,269.68,6.89,5.28,,,,,,,5.13,43.16,,,,6.12,,,,,,,,,,6.5,11.1,6.36,,29.64,,,75.74,,,,8.93,8.63,4.1,,,,,,,,,40878,6.847,51.294
31.22,4.14,,109.98,,,,45.66,8.6,9.2,7.6,,19.5,104.56,,11.78,,8.8,14.13,,6.82,110.36,,,,,59.4,,5.04,60.55,,22.9,,48.15,22.02,13.26,4.4,,,,5.94,,5.36,,12.97,32.29,25.52,,,,8.0,6.48,7.98,,10.0,,13.55,,29.07,116.43,,,23.84,,,,,66127,6.871,49.226
179.87,277.73,161.98,488.05,31.68,107.24,144.0,2098.43,264.38,138.06,255.75,242.02,316.99,1111.16,295.82,217.17,150.46,188.38,339.47,4.14,454.71,2379.52,383.84,92.1,83.63,130.96,1067.6,531.83,269.08,485.7,282.64,538.94,47.91,49.5,451.67,61.77,268.08,117.1,5.06,42.39,306.88,325.68,16.0,90.72,162.42,73.38,173.96,136.74,23.07,725.8,375.57,100.27,258.35,62.86,105.75,47.91,19.68,256.55,364.79,108.07,167.66,522.68,263.83,57.61,92.32,80.23,5.04,48703,6.935,52.002
2.16,37.8,3.68,,,,,106.87,5.55,10.64,76.48,24.94,17.4,233.42,,,,,2.97,4.44,51.88,55.23,5.32,,3.45,3.6,102.76,5.78,22.36,,26.65,18.87,,26.88,,,,,8.1,,44.85,9.43,29.7,,12.35,4.49,3.68,4.58,13.74,10.56,8.71,,31.64,5.0,6.86,7.1,,5.4,,53.68,3.4,,,,2.97,,,40882,6.898,51.294
4.5,72.18,802.29,78.4,180.0,32.9,134.69,243.24,19.67,190.39,122.1,155.38,34.37,324.51,580.21,22.84,20.27,25.75,69.3,4.73,354.88,504.5,11.07,87.3,18.8,87.42,385.86,187.91,123.22,10.44,35.05,28.75,37.62,89.12,216.02,136.13,11.75,49.28,,4.59,28.34,59.26,,103.79,51.42,24.44,110.5,,32.26,8.64,78.69,377.5,111.14,85.98,127.98,33.75,17.64,29.97,131.94,227.97,,17.19,,15.5,33.5,,,54516,6.913,49.994
,7.49,,,6.89,,,20.33,8.38,3.82,,,48.97,12.0,,,,26.75,149.96,,196.3,18.42,,,,,2.88,,,11.02,,20.82,,41.65,,9.5,4.8,,,,11.16,7.26,,2.85,,11.6,,,,15.05,6.96,,24.33,29.89,,,4.8,26.91,150.8,,,,,,,,,50858,6.857,50.924
,5.76,24.5,,,5.94,,9.4,,,29.79,,,4.29,5.28,,,9.72,42.98,,,53.28,,,20.25,,5.67,,5.04,2.76,10.12,34.14,3.42,3.9,40.81,,,,,,4.05,74.33,,,25.2,,17.75,197.41,9.0,24.49,,,,4.05,,13.27,,2.88,,,,,,,3.5,,,40625,6.856,51.231
