2009-09,2010-03,2012-01,2012-11,2014-04,2009-06,2009-08,2010-06,2010-08,2010-10,2011-06,2011-07,2011-10,2012-03,2012-07,2012-09,2013-05,2013-09,2009-11,2011-03,2011-11,2011-12,2013-01,2013-12,2014-05,2009-07,2009-12,2010-01,2010-05,2010-07,2010-11,2010-12,2011-01,2011-09,2013-04,2013-06,2013-07,2014-07,2009-02,2009-03,2009-10,2010-04,2011-02,2011-04,2012-08,2012-12,2013-03,2014-01,2014-06,2010-09,2011-05,2012-04,2012-10,2013-08,2013-10,2013-11,2014-03,2009-05,2012-06,2011-08,2012-05,2012-02,2013-02,2014-02,2010-02,2009-04,2009-01,plz,lat,lon
,24.38,15.03,20.6,3.36,,16.6,81.12,26.3,62.95,8.0,49.83,,140.21,,,,,8.87,10.0,448.97,1461.79,3.68,18.0,9.36,25.56,354.4,259.67,56.43,118.04,59.07,130.72,11.62,25.63,,20.44,,,,9.03,15.39,39.4,28.49,,5.7,,,16.7,7.2,127.69,10.66,38.41,9.89,,5.8,2.88,,,4.75,9.88,5.7,,,4.8,5.75,,,31191,9.971,52.263
85.75,49.23,,48.37,,56.99,74.86,788.61,39.59,70.04,258.21,118.44,64.37,1039.82,104.31,80.75,217.32,61.03,69.14,50.41,62.21,525.19,234.18,5.2,15.5,49.67,254.04,,150.53,234.5,182.14,273.87,,477.82,9.69,26.57,52.92,67.8,,13.88,44.15,77.69,7.56,67.85,16.0,22.86,51.8,75.74,89.2,134.29,46.88,8.97,351.12,51.4,195.52,,9.0,6.93,83.2,148.31,,20.98,,27.43,,75.09,,88430,10.003,47.991
,4.4,26.98,77.33,,60.59,,124.4,,,44.85,38.28,,159.86,5.52,6.89,48.24,,10.31,,71.94,73.05,,14.69,29.19,6.69,62.46,,29.63,,,25.38,,,37.19,14.5,9.45,6.0,,5.1,,4.6,5.75,,,8.58,,4.1,14.28,73.68,8.28,53.74,16.43,23.32,4.94,18.07,,14.34,,,48.0,,,48.2,,44.42,,89198,9.949,48.515
101.94,49.68,10.29,,10.0,10.8,,196.59,50.93,18.86,79.01,37.52,95.71,210.22,9.89,59.78,,2.16,8.61,4.4,161.52,348.54,17.04,,,138.36,14.96,,40.41,102.36,66.93,52.65,,83.2,33.72,,8.0,17.5,,,,30.29,,,4.9,7.92,44.26,,4.12,127.8,95.88,17.01,89.14,39.36,,143.53,,30.22,45.46,23.28,,58.75,6.63,,49.98,,,97285,9.961,49.514
18.25,49.94,16.85,4.42,28.6,118.15,48.76,119.62,,31.72,33.45,29.97,10.08,17.68,16.56,52.44,13.25,8.75,70.84,,19.59,686.2,13.25,,12.19,51.3,2799.82,47.12,118.34,72.17,,27.44,60.68,,,,,,,,,,28.8,30.0,29.76,6.12,,,,12.65,26.0,,453.9,,9.88,,,14.18,26.79,17.13,13.44,,,,,21.12,,88484,9.988,48.127
,,,,,,,,,,,,8.74,,,,,,,,,5.2,,,,,,,,,,,,,,,,16.96,,,,,,,,,,,,7.56,,,,,,,,,,,,,,30.0,,,,31088,9.943,51.934
,5.4,7.05,,,20.2,,24.61,,,,20.9,18.4,,,,,,64.47,,,43.44,3.12,,,,24.86,,31.74,,,,,8.36,,,20.66,,,,5.7,,,,,,,,,,,,,,,4.41,,,,,,,,,,29.67,,31099,9.963,51.969
155.8,4.32,456.72,71.52,14.4,27.54,16.74,472.08,,215.72,349.98,465.57,44.41,196.48,18.35,8.25,27.41,10.48,12.96,,9.66,4676.31,,9.8,62.84,109.78,247.13,149.58,156.16,171.47,29.84,120.34,,,18.69,9.5,14.04,7.84,,18.27,29.61,17.15,4.32,26.4,16.2,34.0,125.1,180.0,20.0,152.65,69.97,12.96,37.35,31.26,7.75,,,38.58,454.83,12.35,14.63,273.2,6.36,,29.51,,,74592,9.977,49.203
,,,11.28,9.75,,,34.33,,29.45,,22.24,37.09,64.56,5.8,16.92,2.86,10.0,9.72,8.78,,47.92,16.83,,15.05,39.14,20.88,,15.87,126.65,,,,29.84,,,,35.5,,,,3.96,,,,,,,20.9,15.88,,,11.28,18.33,9.9,,,,,,,,,21.0,8.28,5.29,,73572,9.951,48.849
74.58,59.98,176.09,62.74,,145.4,123.43,496.29,,53.89,82.65,346.73,139.73,329.54,16.59,56.92,34.56,52.38,60.65,12.0,65.41,475.5,37.38,9.5,42.31,,157.7,51.78,108.88,233.78,43.46,64.2,25.64,32.06,188.2,20.0,10.8,,22.8,14.2,51.55,42.2,129.96,22.59,46.27,35.74,84.0,,98.36,110.1,179.76,86.84,29.35,19.36,,,,11.61,,10.8,31.2,9.94,41.62,20.74,12.03,49.92,,88477,9.978,48.191
5.63,37.67,,9.94,,4.08,,114.31,,154.23,18.58,35.31,32.95,167.74,10.25,,42.98,,27.88,,31.76,33.72,,,,15.84,44.4,,195.48,202.17,19.63,22.32,6.44,17.34,49.66,7.68,24.44,,,14.85,78.84,,,,11.58,9.99,15.5,7.89,7.58,177.81,28.04,38.24,,7.74,9.0,5.36,23.37,33.27,,129.82,,26.32,,,48.8,,,31177,10.001,52.21
21.56,20.6,,20.17,,,,281.09,,,23.7,18.2,35.8,8.64,543.62,,,,32.4,9.36,11.75,2557.24,,,,,65.49,,17.58,5.29,,34.12,76.63,,8.96,,,63.0,,,18.6,,7.98,,,7.84,,,5.88,74.84,9.6,14.26,10.53,15.0,55.12,,6.6,6.48,24.48,,,,,,15.25,,,89185,9.944,48.285
122.63,167.57,112.93,115.35,38.75,147.13,206.73,489.43,93.03,17.15,136.33,90.03,83.02,127.94,400.8,35.48,34.95,8.67,67.4,123.74,276.69,330.81,11.59,,5.88,112.09,414.45,31.4,261.11,84.95,85.92,195.59,10.25,188.38,51.67,18.54,37.6,61.22,,35.48,136.31,183.43,,145.12,95.14,107.59,30.67,8.05,,185.57,380.98,29.61,139.98,24.3,25.08,20.94,,67.05,29.9,70.36,33.43,17.62,15.18,8.0,12.6,139.79,,88167,10.009,47.625
35.28,23.04,46.59,19.36,,13.2,,241.76,159.66,26.19,37.59,140.4,58.96,52.8,32.49,25.05,25.49,2.7,40.08,13.4,105.49,60.7,24.71,8.8,157.8,8.4,146.39,63.3,13.34,16.25,23.14,17.28,70.64,19.92,17.15,7.02,7.94,34.9,,16.18,77.0,4.92,,24.0,29.28,22.0,,13.81,9.36,21.21,76.76,,12.0,16.16,3.24,,1.89,,38.15,79.23,104.76,67.48,2.94,,,,,31303,10.018,52.471
,,,6.15,,,,89.27,22.78,,5.68,14.72,,,,,,,4.14,19.25,,7.8,,,,,,,,,,4.05,,,,,,56.01,,,,,,,,,,,,,,,,,,,,,,,,27.91,6.0,,,,,37073,9.934,51.535
156.79,1379.54,384.8,186.01,37.4,69.34,343.87,617.9,71.34,112.68,367.82,71.94,63.96,193.94,100.15,706.13,7.38,258.69,396.4,14.77,120.34,653.42,149.17,19.57,34.46,53.62,726.81,108.54,307.09,126.35,65.93,729.36,6.58,100.1,43.21,122.57,20.23,120.16,,,331.6,213.85,65.96,18.38,26.6,229.96,318.17,11.19,27.58,640.16,29.85,69.95,9.5,4.41,28.1,111.3,77.54,107.04,220.52,201.78,66.45,49.13,96.22,34.36,68.01,62.61,,89547,10.045,48.619
4.32,,,,,,,51.29,20.9,,,70.64,5.76,153.63,5.28,29.57,6.58,3.51,5.4,,,9.46,,13.75,,3.6,125.6,,,33.84,4.14,4.68,,14.42,,,17.5,,,,,5.3,,,3.6,7.25,5.16,5.94,,95.33,10.18,,4.94,17.94,,9.8,,,32.97,,,22.23,6.76,,,30.44,,37077,9.985,51.568
,,8.46,,,,,,,,,,,,,,,23.92,,,,,,,,,,,,,,,,,1.44,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,22765,9.935,53.556
14.44,13.25,4.7,23.15,,18.42,36.74,274.82,,6.84,38.0,394.78,22.93,32.49,27.04,11.24,40.84,39.92,6.75,,39.33,262.09,16.2,11.35,96.75,66.38,41.56,54.22,8.28,58.21,130.88,221.05,13.38,165.98,11.76,14.89,,17.48,,323.32,104.84,45.2,,4.88,374.32,16.41,85.69,67.86,,77.49,72.58,,68.65,51.41,5.46,34.44,31.96,,348.09,59.03,35.52,47.52,37.8,,11.34,,,97084,9.956,49.74
,,,,,,5.6,18.68,,,10.92,10.27,6.0,40.08,,,367.22,4.8,8.4,,,44.7,,,,,3.96,,,8.64,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,7.7,,11.36,,3.12,,,,,21218,9.973,53.387
3.24,,,26.46,,10.8,,10.34,,,0.92,30.6,5.36,40.2,,,,,,,,51.49,,,,,6.12,,,11.52,,,6.4,,,,18.29,2.75,,,15.7,21.45,,,,,98.0,,16.16,,,,8.2,,2.55,,15.75,,,,,,,,,,,37075,9.993,51.541
24.66,13.34,5.18,14.4,9.36,24.8,,517.55,312.84,28.66,55.86,43.49,19.95,84.28,45.03,60.89,16.3,17.25,17.25,50.1,59.84,359.76,9.36,16.56,12.0,17.28,83.52,266.63,48.17,47.81,44.75,134.71,54.19,61.4,53.64,7.8,23.94,18.02,,,,25.53,,,20.66,10.18,11.97,4.95,18.8,76.12,68.42,83.62,161.92,19.08,50.61,22.68,18.3,,1153.1,112.6,16.91,51.32,19.28,,23.97,5.46,,37318,10.026,51.345
,,,,,,,82.8,,,,,,,,,,,,,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,97070,9.935,49.794
,,,,,,,,,,,,,,,,,,,,4.9,,,,,,2.52,,,,,,,,,,,,,,,,,,5.29,,,,41.82,,,,,,,,,,,,,,,,,,,22767,9.947,53.55
,,2.3,7.36,,,,,,,,10.09,,,,9.56,,,,,4.0,15.08,5.52,,,,7.7,,,,2.66,10.73,,,,9.62,,,,,4.23,,,5.55,,,,,8.1,,1.0,,9.8,,5.1,,,,,,,,14.75,,,,,22455,9.952,53.641
,10.35,,,4.2,,4.8,130.24,,,,12.35,5.66,17.4,,,,4.83,13.05,,,27.4,,,,,31.2,,23.05,,,16.86,,50.88,,,,,,,6.08,,,,,,,,5.2,,,,,,,,,,,,,9.4,,,,,,31134,9.951,52.146
,,,8.06,,,,4.23,,,,93.84,,5.07,,,13.2,,2.1,,,,,,8.67,,,,,,10.92,,,5.06,,5.1,,,,,,5.72,,,,,10.81,,,,,,,,,8.67,6.08,,,,,,,,,3.48,,22453,9.966,53.618
,,35.4,14.82,,108.24,,17.8,,,,4.32,,34.08,,,,274.27,29.48,17.6,268.5,42.04,,27.3,,,274.03,103.46,,29.92,,,30.0,,,,,159.38,,,,132.94,86.4,,,,188.76,,,4.07,,8.82,,7.84,,4.59,,,9.8,,4.94,,,29.89,,,,24537,9.954,54.087
39.1,6.8,14.4,15.6,6.41,22.95,12.96,234.39,21.47,140.96,3.76,31.97,8.2,111.45,6.4,15.5,,,99.28,51.03,10.14,141.07,,9.68,22.96,6.48,281.84,4.94,200.6,453.14,14.8,84.8,30.28,9.84,10.0,,30.48,,,,34.34,56.24,,14.16,16.77,83.9,13.24,63.24,4.95,225.6,3.05,64.96,75.03,111.42,9.26,9.8,31.88,5.52,38.07,21.86,6.83,5.04,3.68,,,,,24558,10.026,53.783
,,,,,,,305.16,,,,,,,,,,,,,,,,,,,25.62,,,,,,,,,,,9.0,,,5.76,9.14,,3.9,,,,,,227.14,,,21.32,,,,,,,,,,,,,,,97072,9.938,49.782
,,7.2,6.3,,,,63.36,11.7,14.76,26.19,7.99,15.6,85.71,17.55,25.64,,,,,,138.49,,,,5.58,51.81,12.6,,,,,,30.38,,,9.75,,,15.6,,87.78,,,18.96,,6.0,18.98,,29.91,,16.96,,20.79,8.25,4.0,,12.8,29.51,90.9,26.48,6.72,17.09,,9.36,,,97657,10.01,50.338
29.7,31.9,44.11,39.6,,,,223.15,319.52,124.55,36.32,83.94,95.01,259.86,,,,,81.76,,21.71,334.5,139.38,,,30.81,140.86,47.6,43.29,38.18,4.23,51.94,6.16,,12.24,,,12.23,,,95.01,124.28,8.93,,2539.0,5.74,8.74,45.98,5.61,36.33,5.04,16.8,19.4,,,,1.35,,9.25,46.44,,6.3,,,,,,37581,10.041,51.884
9.45,,12.49,98.16,2.25,,,,15.87,,26.63,8.19,,62.96,12.0,,19.6,,14.18,15.18,,41.79,5.59,3.9,,5.88,28.58,,37.9,4.05,40.02,56.7,,26.97,9.8,12.14,,10.0,,,10.34,15.0,,112.84,6.44,18.18,13.69,,9.8,44.14,,15.7,1359.05,,9.86,,23.14,,24.96,11.55,4.0,29.88,9.84,11.7,,9.54,,97725,9.975,50.129
,,972.96,,,,,,,,17.67,125.12,,,,,,,,,,,,188.75,,,,,,,,48.72,22.14,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,20457,9.979,53.533
12.54,31.48,8.41,23.14,,28.5,96.92,57.89,5.14,67.95,106.2,4.8,120.9,281.97,23.52,,9.8,15.0,58.39,,112.97,130.29,11.52,,,20.92,24.14,25.02,61.33,123.06,,23.5,,79.83,,,29.6,,,,56.7,,,28.98,12.7,6.89,9.9,,8.5,54.58,22.37,76.27,13.48,104.58,,,,12.6,4.9,45.38,,,9.6,,,27.02,,97653,10.006,50.399
,8.56,,,,,12.37,24.1,5.18,52.52,4.99,36.68,28.4,,,,35.93,,,4.14,,33.7,,,,,4.32,,403.46,,,43.89,8.8,20.83,,,15.3,9.25,,,5.04,3.6,,21.81,,,9.55,,,44.22,,10.78,,,17.3,,99.96,,8.09,,,23.4,13.25,9.54,,,,97078,9.964,49.825
,,,9.31,,10.8,40.62,98.44,,25.08,94.83,8.5,11.28,42.59,18.28,,,26.53,,,18.36,21.02,5.28,,,,79.52,,61.38,,14.95,,,18.12,5.2,,5.98,7.13,,12.76,13.11,17.01,29.84,6.9,2.88,4.9,,6.12,9.3,13.41,20.48,,7.82,97.38,,,,13.11,13.2,,13.65,,5.5,,15.66,52.1,,73563,9.966,48.827
,17.66,,,,,,12.36,,,8.52,944.98,,,29.76,,,,,,,16.8,,,,,,123.52,99.22,,,24.24,,3.12,,,109.98,,,,,,,7.41,,,,,,,,10.26,,,,,,,13.65,5.64,2.25,,,5.0,,,,22848,9.965,53.669
191.24,137.96,,62.58,9.69,44.74,30.24,264.42,41.94,39.3,74.43,27.26,25.56,373.4,17.62,17.38,9.2,23.5,47.58,9.77,100.72,127.34,18.51,5.06,9.88,108.45,119.53,,75.91,99.24,22.58,132.56,101.88,42.87,18.13,18.82,6.9,17.38,,10.2,51.4,148.3,20.86,5.52,23.49,,5.59,,14.04,290.81,110.64,120.74,30.21,10.56,12.8,47.39,7.56,64.26,58.48,,,127.84,,,19.8,,,37130,10.064,51.475
,3.82,,,,,,,,,,,,,,,,,,3.36,,,,,,,15.74,,,5.33,,13.14,,,,,1.02,32.64,,,,,,,,,5.04,,2.92,,,5.28,,,,,,,,5.26,,,,,,,,22529,9.959,53.597
24.46,40.02,,10.9,14.4,,8.25,281.66,,4.23,43.78,23.19,24.2,14.2,21.74,16.06,8.1,9.8,25.54,,63.52,69.39,5.7,,12.55,12.42,272.98,,7.11,15.98,13.54,31.06,9.25,26.65,4.4,5.81,21.45,24.18,,3.22,7.41,5.29,,6.48,,41.41,6.37,26.38,7.42,44.08,15.01,47.54,7.59,6.36,9.6,,,,12.47,35.82,27.21,22.38,,4.0,,,,89075,9.992,48.418
,,,43.67,,,9.45,308.65,,12.96,64.3,9.6,21.0,7.0,6.11,,,5.56,9.68,,20.4,59.06,10.46,31.8,,,7.15,,88.94,,78.37,374.42,,21.1,,160.22,,17.58,,4.83,4.6,107.2,,,11.48,,,,,23.28,4.8,146.88,,6.5,3.78,,5.0,,,16.32,40.64,,,,,,,89179,9.976,48.485
96.38,562.08,142.16,,29.6,114.66,185.74,1397.87,10.35,100.76,126.35,81.55,90.42,414.1,9.28,188.61,232.88,49.58,325.57,18.51,483.84,1001.32,74.42,23.07,196.7,245.71,415.11,118.58,398.23,100.15,39.09,307.42,2.25,25.83,76.9,119.02,68.52,37.26,5.94,62.46,67.89,211.77,213.3,226.17,52.46,251.63,148.25,16.72,38.82,300.76,101.21,1259.57,76.74,236.8,23.72,37.37,184.96,97.65,208.23,239.25,108.1,10.36,233.2,4.08,69.92,46.35,,74585,10.061,49.266
,,,,,,,,,,,,,,,,,,,,,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20257,9.945,53.575
,,,,,,,,,,,29.97,,,,,,141.9,,,,189.19,,53.96,9.36,,31.72,,,,,,,,,,,51.48,,,,,14.48,,,,99.75,,,,58.0,,,,,,,,,87.32,,,,,,,,21107,9.974,53.501
11.1,,,12.0,,2.88,,13.48,6.9,7.4,5.06,24.2,4.32,12.54,,23.61,,,,,10.4,5.64,3.18,,,5.25,4.68,,,,3.15,,,12.96,,,13.78,11.23,,,5.08,,,,2.47,,,,,22.8,,,8.32,17.08,,,,2.55,7.58,,,35.1,,,,46.26,,37085,9.972,51.522
61.48,,,,17.0,,,15.48,,6.58,7.2,5.7,,16.08,,33.54,,15.66,,,22.0,45.38,9.06,7.0,22.08,5.46,12.42,,99.64,,,,,12.46,5.27,,,29.25,,,79.65,,,,,39.0,,,17.3,4.0,,,15.86,,26.26,12.21,5.0,,20.3,4.6,5.83,22.86,8.66,23.5,,,,97074,9.963,49.783
,,42.25,3.06,11.75,,,97.92,,,,42.52,29.37,28.07,,10.0,,,31.32,,10.73,51.92,,,,,12.08,,,4.56,237.6,14.1,,,,101.94,9.8,,,,,6.21,,21.62,,,,,,38.07,6.34,99.0,,,6.48,,,,,8.64,6.72,,,,,,,24640,9.995,53.895
87.02,55.92,,18.38,8.64,59.64,56.16,589.15,3565.2,25.2,94.08,72.17,46.08,329.06,172.53,71.08,,,110.91,,40.65,407.43,58.8,14.39,,93.93,4389.72,,255.96,173.12,,48.97,,48.99,39.89,29.3,13.4,,19.55,,107.9,379.93,,45.6,84.6,,9.66,45.12,,159.96,12.87,72.78,180.86,5.25,118.44,141.61,,,44.71,43.52,30.55,16.17,,,29.22,,,97255,10.012,49.582
,,,,,,,4.2,,,,,,9.6,,,,,,,7.56,55.93,,,,,53.03,,,,,,,54.0,,,,,,,,,,,4.5,20.88,,,,,,,,,,,,,72.2,,,,,,,,,31087,9.978,51.917
,7.52,,7.53,,,3.8,18.04,3.7,,16.87,5.04,,,9.1,,14.5,,53.36,17.12,,,,3.12,,5.42,,,11.04,,,,10.78,,3.12,,,14.14,,,,,,,,4.16,5.0,,,,7.02,133.62,,,,,,,4.6,,5.51,,9.8,,,,,22846,9.971,53.706
,,4.8,17.6,,,41.52,,,,,,,,,,,,15.4,,,12.24,5.6,,,17.32,,,,4.85,,,,5.85,44.84,9.45,2533.5,,,10.5,,,7.0,,,7.92,,,6.62,100.2,6.0,65.76,4.03,5.07,,,,21.0,,28.8,,,,,29.92,,,36414,9.97,50.807
540.61,159.62,130.06,227.08,134.46,244.08,215.78,1331.81,88.46,49.24,373.99,565.13,210.03,806.3,385.47,178.03,346.45,96.0,676.29,60.61,234.46,1090.49,38.43,57.21,25.15,161.55,536.23,99.57,434.3,161.04,87.72,764.03,1396.82,98.72,363.87,222.34,156.04,151.3,11.16,212.04,378.57,222.94,140.48,87.5,126.57,153.44,123.88,109.49,29.94,1794.5,178.29,288.48,485.57,197.07,61.63,245.42,58.25,158.38,628.05,162.19,102.13,657.31,74.26,38.13,161.94,126.82,8.4,74564,10.055,49.131
6.08,,30.24,,,29.92,39.04,92.22,9.6,,,20.88,5.76,,,149.65,4.5,7.95,32.64,75.16,,68.52,,,8.36,4.84,55.42,49.5,26.64,37.4,,115.86,,,19.8,9.54,9.9,,,,49.73,,,,,,7.5,,5.83,,,,16.71,12.99,5.88,12.99,,29.92,85.56,,,,16.84,,,,,89197,9.981,48.559
,33.07,196.0,12.0,7.35,12.48,,521.26,1848.7,,6.18,316.83,44.29,23.36,,,,21.16,47.25,66.0,,127.93,,5.5,3.5,7.05,157.46,,7.92,,106.28,130.0,5.64,6.35,9.31,135.47,104.32,509.52,,,17.87,30.64,28.25,21.04,10.75,4.08,,84.66,9.88,3.6,6.29,119.0,33.0,12.82,,13.53,17.13,,32.43,5.98,,20.05,,,4.98,6.4,,24539,9.994,54.047
35.28,6.83,25.01,9.06,20.94,74.51,43.43,872.25,77.23,57.05,67.61,134.82,4.14,541.85,60.82,26.11,23.48,30.67,38.39,7.2,54.06,262.57,7.2,18.34,13.0,37.84,98.56,,139.7,9.8,15.12,190.42,,35.26,34.33,177.21,7.25,35.42,6.15,4.3,35.71,49.0,14.1,132.77,23.76,13.16,9.8,70.14,83.18,17.99,103.76,58.58,10.05,17.8,10.82,4.54,8.42,3.78,12.56,5.81,48.09,,20.49,14.04,,,,24582,10.046,54.174
9.12,12.88,9.48,,,,,30.1,,9.45,11.28,,,10.46,,,,,23.86,3.96,,29.9,,,13.58,,23.47,,15.87,,,,,,,10.8,,,,,9.55,,,,,,,,,,,,,,,,,,,,,,,,,21.06,,31196,9.982,52.007
12.32,,,,3.06,,,84.81,,120.29,27.3,,12.42,,120.29,14.97,,,,,,29.61,,,,11.48,5.04,39.12,28.6,7.22,,,69.8,29.04,,3.8,,,,,,,18.05,1.51,,,,2.34,,,,17.76,,,3.38,,,,13.23,21.91,,,,,,,,24241,10.005,54.223
,24.48,17.28,41.6,,28.54,,121.06,18.8,11.27,52.53,101.18,24.43,151.21,38.71,27.2,42.41,,55.34,,66.48,165.62,,,29.75,15.87,,,52.9,29.2,,,,78.27,,,,9.8,,26.64,28.9,196.64,,6.72,29.16,206.78,39.84,,,33.14,12.65,,76.18,,9.8,10.18,9.5,,11.0,98.3,19.6,,,,,32.5,,36142,10.009,50.637
,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,99.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20259,9.958,53.572
,5.64,,82.1,2.34,7.37,,437.24,13.8,27.72,61.83,36.78,2.7,51.18,59.94,16.22,,33.51,28.98,9.81,32.1,374.4,529.69,23.48,,12.6,193.15,,4583.89,35.3,,32.19,,,4.4,17.14,,,,,,9.23,,8.74,,,,,22.79,98.38,13.3,,35.94,8.4,5.86,,7.69,,85.5,61.2,5.7,,,,,,,89195,9.986,48.301
,,,,,,,,,,,,,,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21228,9.983,53.349
28.8,11.22,,73.57,,7.1,,48.68,,29.48,14.9,,19.1,29.23,5.13,,,25.62,21.06,,,120.94,13.3,3.01,4.34,18.0,24.78,17.7,15.58,55.13,20.47,39.03,,8.88,24.5,6.37,21.02,12.08,,,16.44,,,,14.82,16.55,,18.13,,28.7,8.64,,13.84,62.23,60.54,6.0,8.0,,,,,,19.12,4.0,,66.06,,99837,10.086,50.923
,,,3.12,,5.52,,258.39,,520.84,13.28,8.74,8.25,8.97,,5.62,9.01,4.9,,5.0,94.26,113.22,,,,,231.45,,,33.53,,31.49,7.6,,4.24,,24.66,670.84,,,36.92,,,,,35.14,5.89,17.12,,14.76,10.34,19.88,54.24,,,9.75,3.88,,,25.28,2.37,,2.7,,,,,89077,9.969,48.393
,,29.61,11.79,8.76,,50.02,10.68,,26.03,10.14,3.96,16.8,5.46,,6.72,62.35,13.5,,,95.39,92.82,,399.75,,24.14,8.8,,23.3,4.68,,15.19,,5.0,6.04,13.9,4.8,,,,3.42,9.6,,,28.3,10.7,,12.7,21.06,23.88,4.95,12.01,,,5.64,,240.57,,,62.13,26.72,,,,,,,24107,10.027,54.343
108.17,30.45,34.45,,82.92,8.41,20.52,889.48,,,29.97,31.35,6.63,1538.38,,,2.1,162.24,4.2,,36.66,21.99,,,,4.72,162.69,,11.16,85.0,,,,,22.9,,,,,,19.38,,,,,75.44,5.2,,10.32,41.17,,46.48,16.9,275.7,7.35,17.79,,,17.69,,,188.96,100.0,6.38,,,,97076,9.988,49.805
,49.45,12.32,7.22,,,33.2,55.63,,,114.33,6.48,19.6,14.93,15.84,14.94,3.25,26.66,20.25,207.07,27.29,39.6,,7.53,14.77,23.48,66.65,3.0,88.99,75.26,11.74,184.55,,,,99.96,,,,,4.5,33.97,7.36,,,,,7.02,,29.9,34.2,125.49,,6.62,17.66,13.18,,19.6,,,,,,10.0,992.48,,,24536,10.006,54.11
35.95,40.7,17.76,,,8.55,53.6,187.47,17.8,,35.84,25.64,133.45,28.08,298.42,277.5,6.84,8.42,40.38,,8.64,82.26,,,3.25,,80.37,6.44,80.18,38.79,9.1,1696.49,,15.5,,4.59,5.8,8.88,,,54.44,76.55,,,10.41,,,,,43.04,14.04,33.8,8.61,149.37,,10.7,,88.38,122.65,,10.66,47.76,24.74,9.54,5.83,,,31162,10.023,52.072
,10.12,,13.23,,,,11.98,,5.88,,,,8.36,,,4.18,,,,3.68,,,,,,,,,7.05,154.0,,,,,,,,,,,,,,,,,,,5.88,9.02,,18.2,7.35,,,,,,,,,,,,,,24239,9.987,54.303
55.48,16.28,45.2,,60.18,22.04,,232.56,174.0,8.58,8.7,,113.94,8.82,,,7.0,,31.72,24.04,17.58,790.62,,75.4,,,81.34,,67.5,51.96,25.72,12.68,3.3,92.87,,,2.8,,,,,105.16,,29.3,23.4,9.88,,72.85,,5.85,24.64,,,,,4.8,,,,17.72,6.84,,,,19.84,,,31135,9.995,52.162
152.63,85.08,179.76,149.74,22.24,16.39,64.07,305.08,126.42,179.46,98.63,,59.54,368.59,17.23,17.01,26.18,9.07,67.1,33.12,108.06,518.93,19.48,,24.81,276.08,349.41,42.9,84.82,30.32,55.6,201.2,,15.84,29.55,4.16,17.1,29.83,25.92,58.68,40.12,137.21,,22.86,58.73,7.35,38.44,14.34,34.77,200.81,24.28,133.23,99.54,,18.92,69.74,,11.34,3.0,56.74,,26.06,50.94,,17.55,4.56,,37269,10.041,51.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.56,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,20359,9.964,53.55
,,,3.68,,,,,,,,,,5.5,,,,,,,,,,,,,1.84,,,,4.41,,,,,,,,,,,,,,,,,,,,,,4.66,,,,,,,,26.0,,24.76,,,,,21227,9.975,53.335
9.4,,4.05,506.55,,,37.62,11.96,,39.25,17.0,12.6,,20.94,1.76,15.12,5.4,4.58,53.28,3.19,17.05,58.05,4.68,,,,36.96,,2.64,,15.54,11.46,,1.61,,,4.5,,,,,39.29,,,,5.36,,,,134.57,,1.2,,,10.0,,,,9.81,166.83,,,7.5,,,,,22844,10.0,53.728
,4.86,,,,7.92,,,,,,13.26,45.1,52.22,,,,,,,,17.56,,13.0,,31.5,17.82,,5.8,,72.45,37.69,,51.65,,,144.71,,,,28.23,16.86,,,8.4,13.44,,,,130.93,6.96,,13.52,31.85,,,21.48,,4.7,31.2,,15.0,25.5,17.65,,,,97236,10.006,49.751
25.21,348.36,22.71,109.44,,,60.58,348.25,,230.14,9.56,43.22,49.49,42.32,109.03,52.44,36.29,47.74,70.44,,35.46,313.45,104.12,103.41,,83.63,466.74,36.59,129.7,137.94,30.47,47.07,15.54,103.02,3069.12,8.58,4.86,,3.6,32.04,192.13,118.66,,95.0,7.8,18.38,15.54,,6.6,272.03,132.11,68.43,29.26,9.8,,9.6,19.11,37.56,73.28,65.93,,,49.97,16.66,93.33,39.45,,97253,10.001,49.627
,,,9.8,,,,,,,9.4,,,,,,,,,,5.44,75.9,,,,10.38,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21073,9.972,53.457
,,,,,,,,,,38.7,,,,,,,,,,,56.4,,,,,,,,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,,,,,,,,,22335,9.999,53.628
