2009-9,2010-3,2012-1,2012-11,2014-4,2009-6,2009-8,2010-6,2010-8,2010-10,2011-6,2011-7,2011-10,2012-3,2012-7,2012-9,2013-5,2013-9,2009-11,2011-3,2011-11,2011-12,2013-1,2013-12,2014-5,2009-7,2009-12,2010-1,2010-5,2010-7,2010-11,2010-12,2011-1,2011-9,2013-4,2013-6,2013-7,2014-7,2009-2,2009-3,2009-10,2010-4,2011-2,2011-4,2012-8,2012-12,2013-3,2014-1,2014-6,2010-9,2011-5,2012-4,2012-10,2013-8,2013-10,2013-11,2014-3,2009-5,2012-6,2011-8,2012-5,2012-2,2013-2,2014-2,2010-2,2009-4,2009-1,plz,lat,lon
13.11,25.84,13.879999999999999,36.79,,161.70999999999998,21.2,636.8800000000001,,7.05,80.53999999999999,116.41,42.83,42.269999999999996,26.415000000000003,16.8,7.6,21.33,44.73,7.14,599.13,1388.9199999999998,,,9.88,18.36,83.36999999999999,40.33,169.39499999999998,148.8,8.82,676.08,21.34,3.43,8.82,6.86,8.969999999999999,10.0,,,106.02000000000001,91.24000000000001,,,2.94,10.8,11.12,,,22.049999999999997,34.92,32.7,310.89500000000004,9.25,12.0,40.0,18.189999999999998,7.26,28.990000000000002,64.55,29.35,9.5,6.0,,4.86,,,89564,10.272,48.714
5.25,1.8,30.325,,,,13.18,15.11,,,109.06,9.4,44.940000000000005,100.065,4699.37,,25.495,52.94,,,,22.230000000000004,,,17.66,,5.76,,7.02,,4.56,9.5,,,13.649999999999999,7.928,4.86,5.0,,,,,18.385,,5.64,,5.145,,,341.711,82.56,,,41.5,46.919999999999995,19.32,18.0,,4606.8,,17.415,,,4.24,13.03,,,98597,10.326,50.755
,,,,2.16,,,59.22,,,,32.4,,17.85,,,,3.12,,,65.94,20.8,9.25,,,,4.32,,,,118.8,11.04,,,,4.25,,7.42,,,,,,,18.42,50.9,,,4.0,,29.88,,8.64,,4.91,,2.95,,48.75,14.59,5.72,,,,63.27,,,24223,10.251,54.275
,410.694,180.58999999999997,,4.35,,,125.69,23.381,12.4,42.84,213.82500000000002,43.594,65.6,4.2,4.875,13.1,6.0,22.95,,111.65,106.125,15.440000000000001,13.0,113.92,13.5,137.79,,141.0,409.855,29.44,47.64,4.08,9.44,13.73,9.719999999999999,77.34,30.87,,3.5,31.575,245.5,28.8,7.44,4.2,44.435,,,66.38,63.23,15.04,55.33,69.08500000000001,22.525,11.76,3.63,43.065,,12.98,10.56,144.705,3.12,12.92,8.68,131.81,,,23795,10.311,53.941
25.2,9.0,26.705,13.01,17.65,30.36,89.28,51.81,10.89,25.14,226.23,220.94000000000003,47.725,225.78,20.25,,,3.43,72.36,5.64,22.32,228.21000000000004,16.0,23.98,,,133.42999999999998,30.015,83.25,58.324999999999996,7.2,67.86500000000001,,42.48,5.1,5.5,6.125,8.06,,,44.28,25.62,,,,34.11,4.41,,,50.144999999999996,,41.07,4.16,,9.43,,6.44,24.21,125.82,,,5.64,,,35.81,11.52,,91616,10.229,49.378
196.48,178.44,101.09499999999998,64.38,,61.263000000000005,434.556,617.605,50.7,51.214,285.049,220.08,89.24,397.307,92.23,14.33,,9.8,312.99999999999994,,288.42999999999995,1587.055,14.4,32.9,,104.94999999999999,3774.6,39.84,519.0400000000001,113.32000000000002,720.75,317.769,278.0,1327.45,43.949999999999996,16.73,66.8,39.87,,16.92,210.465,165.75000000000003,,44.07,64.215,16.02,306.99,5.1,,311.68399999999997,246.483,50.0,98.905,54.209999999999994,23.05,18.2,,124.4,165.07999999999998,103.05799999999999,2211.545,,17.0,4.58,41.55,20.24,,73450,10.329,48.781
315.465,182.21,289.83500000000004,17.625,17.259999999999998,40.32,267.64,913.5249999999999,135.3,39.92,105.49699999999999,174.103,119.78,557.386,62.540000000000006,34.425,9.975,40.094,268.715,9.49,186.63000000000002,166.94000000000003,668.9000000000001,,37.980000000000004,40.44,664.8500000000001,30.71,222.84,94.64,1045.72,465.2,,208.88,9.2,7.8,91.13,43.78,,,35.72,221.77,,23.5,9.0,49.56,356.12,60.155,39.21,269.58,63.27,254.15,73.585,,6.44,147.38,2.0,281.64,507.31,53.99,34.05,,,2037.96,,40.48,,91550,10.31,49.075
,,10.25,8.0,,11.55,,13.8,,,8.36,,,,,,,,23.1,,5.356,25.78,,,9.18,,,,49.78,,,,,5.27,,,,,,,,,,,,,,,,,,,,,4.905,,,,,,,,15.594999999999999,,,,,23829,10.226,53.909
20.34,,,8.084999999999999,,5.06,,,,,,8.325,,,,,,,,,8.36,3.99,,,,,,,,80.85,,,,,31.369999999999997,7.28,6.78,,,,,,,,,,,,,,,3.92,,,2.94,18.53,,,,6.105,,5.7,,,,,,38277,10.238,52.057
65.13000000000001,255.11999999999998,,40.87,,9.52,149.27999999999997,199.94299999999998,8.61,134.45499999999998,178.025,,23.17,116.05000000000001,168.44,23.520000000000003,3.675,21.0,59.88,162.54,68.955,557.97,16.8,5.0,,4.42,320.39500000000004,5.45,64.71000000000001,112.54,61.72,363.12,7.88,52.19,22.06,16.56,44.68,8.0,35.785,,155.60000000000002,74.25,10.0,14.76,,30.509999999999998,,,22.36,174.32,17.81,50.19,409.76500000000004,,,9.88,7.95,40.86,27.36,1261.01,17.36,18.72,185.26000000000002,,,56.144999999999996,6.076,87727,10.247,48.139
99.13,179.33,,174.39,7.14,51.129999999999995,81.51,517.62,1813.3949999999998,75.72,73.63499999999999,42.89000000000001,,148.38999999999996,188.0,30.22,15.84,28.9,32.565,119.3,127.22,453.2,5100.96,,7.9350000000000005,41.644999999999996,3366.4199999999996,,338.9099999999999,136.04000000000002,29.94,558.9699999999999,,59.574999999999996,227.955,20.310000000000002,49.714999999999996,11.969999999999999,26.775,34.56,71.18,162.085,,23.87,4.08,32.464999999999996,20.099999999999998,,9.36,80.015,79.8,1834.9899999999998,38.935,9.12,91.37,,6.0,24.36,,1865.66,19.71,19.92,18.869999999999997,9.18,5.06,12.0,,89335,10.282,48.375
,6.75,19.240000000000002,,,10.15,,201.375,67.185,32.4,,31.95,189.24,75.99000000000001,23.23,53.2,10.0,10.0,51.599999999999994,,57.5,81.03999999999999,,,,56.76,113.54,319.86,12.21,338.21999999999997,,,65.655,55.91,8.25,,,,,,69.41,29.9,,62.28999999999999,,30.0,10.07,27.5,,108.87,29.89,13.95,18.380000000000003,10.0,,,,7.99,3.42,23.330000000000002,,,,,31.05,14.175,,87760,10.245,47.943
,,9.758,21.42,,,,64.02,,26.64,,13.469999999999999,,,26.67,9.36,14.0,7.65,77.22,,9.66,10.065,,,8.48,,174.88,,,88.29,,4.32,,,5.13,,,,,5.425,120.34,,15.48,,,,,,8.8,,,11.97,,8.64,12.565,,3.9,,5.87,47.669999999999995,,150.335,,4.845,,,,24235,10.262,54.403
12.0,140.07000000000002,97.56,19.424999999999997,5.75,8.4,15.4,106.12,29.7,7.13,100.51999999999998,5.76,4.275,388.05,110.81,23.52,15.39,37.65,15.02,,188.67000000000002,355.6099999999999,,414.4,15.0,,29.88,18.0,7.02,82.36,,58.8,,240.60500000000002,43.61000000000001,61.62,16.6,26.5,,,19.32,17.994999999999997,,18.225,11.7,21.259999999999998,,,,9.02,112.13,5.17,8.64,,,,5.61,68.513,240.445,,12.925,10.92,18.275,5.0,84.35,,,97638,10.317,50.438
,14.63,,,7.68,33.205,,193.74,4.202,,35.53,127.52,,5.232,13.685,9.12,10.09,,10.08,6.65,6.63,14.43,,,12.045,5.21,210.6,,4.05,,8.19,4.6,14.0,20.02,8.7,20.711,,211.92000000000002,,3.6,,3.0,,23.875,36.81,4.95,9.8,19.590000000000003,3.84,23.69,2.035,4.59,21.02,,23.509999999999998,,17.35,65.12,,8.66,,,,3.35,,8.2,,21465,10.264,53.531
,9.23,,19.6,,29.9,,14.760000000000002,,,,29.85,,,142.83,,,,10.8,,,13.32,,,29.33,,1.8,,55.4,8.82,,10.0,,4.32,,,,4.2,,,,29.9,,,,5.76,,6.76,,,,,,,,,,3.22,152.145,,,8.55,,4.16,,,,29355,10.256,52.653
,10.44,,,,,54.89,,,16.32,15.05,,,363.2,6.615,,,,,,16.46,33.56,,,4.675,,12.6,,,,,11.73,,,18.9,,5.15,10.0,,,128.65,,,,,,,,,4.86,5.5,,,,,,,,311.15,,,4.8,,,,,,21449,10.269,53.309
5.33,27.36,118.3,78.31,,11.54,133.39000000000001,121.39999999999999,11.73,,12.15,30.869999999999997,114.4,182.98499999999999,14.64,26.22,16.39,9.88,56.7,16.759999999999998,129.10999999999999,325.71000000000004,5.88,7.2,6.24,11.190000000000001,90.408,4.7,37.964999999999996,61.64,8.17,7.98,12.25,17.0,14.16,26.96,32.19,9.95,,,63.885,46.805,13.02,14.724,9.09,20.72,25.91,17.035,36.21,34.855,29.849999999999998,29.89,26.394999999999996,33.36,15.735,,15.5,,145.98,34.615,5.32,9.45,8.16,8.16,,5.775,,31224,10.285,52.323
35.64,37.17,196.35,525.36,,3.96,41.07,201.78000000000003,,,27.07,22.05,,179.67000000000002,34.08,17.605,,1.75,23.54,,47.04,128.7,19.5,30.875000000000004,,221.71,64.47,4.05,98.7,46.599999999999994,12.96,20.080000000000002,24.479999999999997,7.585,11.28,9.84,,27.059999999999995,,13.32,33.94,4.76,,13.53,27.96,,,18.83,7.14,47.03000000000001,3.43,,99.82,28.08,9.66,,7.14,7.98,8.84,6.24,,,,6.12,,29.4,,89568,10.265,48.598
88.0,44.955,,27.080000000000002,,39.96,7.0,66.49,64.26,32.28,39.99999999999999,59.92,36.08,16.34,18.52,,12.87,,176.10000000000002,10.24,40.21,96.11999999999999,,26.88,4.16,24.479999999999997,32.59,,64.02000000000001,11.25,33.12,,,33.67,18.185000000000002,,38.285,,,14.04,121.27,71.36999999999999,,23.86,11.27,61.25,,,9.88,10.08,29.585,,20.759999999999998,4.9,,7.95,,31.86,,26.64,,,,20.8,8.46,,,86498,10.265,48.191
,7.84,6.9,14.21,,,84.05,39.365,162.84,,,,20.0,16.56,60.49,5.39,15.3,20.43,11.84,19.77,37.699999999999996,34.23,,33.81,5.39,,63.51,9.99,49.1,77.25,5.76,17.97,29.97,,7.68,5.76,,27.86,,,,25.78,,,12.24,,,8.06,6.0,19.27,,,12.5,21.544999999999998,29.83,,,5.4,9.945,,16.880000000000003,40.44,18.88,7.14,,16.02,,97532,10.284,50.122
42.555,6.88,34.82,8424.78,19.880000000000003,25.41,19.229999999999997,333.53999999999996,3.456,,51.57,20.16,36.57,62.209999999999994,,161.4,7.56,9.36,36.75,,49.75,314.14,75.21,40.0,,208.79000000000002,109.88999999999999,49.089999999999996,303.078,97.41,60.04,89.96000000000001,42.480000000000004,28.8,42.32,303.13,,326.0,,,316.355,,29.52,,82.56,28.44,27.54,,45.105,220.27,306.29,28.12,104.56,291.27,,45.004999999999995,,,,193.98,7.92,90.83,55.25,8.75,77.19,,,37327,10.306,51.381
48.33,70.64,182.72,31.45,23.52,,58.55,59.838,44.92,,9.87,6.0,29.7,94.72,,5.39,,9.5,37.16,,19.11,118.415,,8.42,16.314,,94.395,21.12,63.129999999999995,,66.24,15.19,,39.5,5.15,,32.0,28.0,,7.22,59.52,106.91999999999999,,,,,,,,139.74,22.16,12.09,11.99,17.714,8.0,6.2,28.8,,,,16.92,,,6.5,,,,73499,10.269,49.031
35.07,31.25,,,5.5,,29.88,46.296,13.12,29.52,53.4,5.64,2.85,19.509999999999998,5.76,20.21,,10.0,132.12,,6.3,331.39000000000004,6.6,,,4747.08,131.17000000000002,32.78,38.78,13.5,7.77,100.89000000000001,,11.28,4.77,,38.69,,,,123.88000000000001,104.17,,19.035,1440.0,12.25,,,72.55,306.9,167.01000000000002,129.93,5.46,,,,,133.17,4386.37,3289.6,,,13.23,,,,,87752,10.247,48.025
61.95,32.28,,,,,20.52,5731.36,152.16,10.92,7.6,8.06,7.44,32.925,,3.5,,13.23,43.32,,35.97,306.32,,30.09,,28.8,188.78,4.68,8.32,26.730000000000004,,41.76,,26.8,,20.43,9.8,9.69,,,5.94,7.77,,,,6.24,9.675,5.1,,15.12,,39.745000000000005,,,,,9.69,7.56,12.495,17.28,,,,,8.325,8.4,,89347,10.248,48.427
6.934,11.9,44.64,,,,28.965,143.52500000000003,8.0,29.81,30.57,21.89,,138.21,11.6,,5.25,12.309999999999999,27.86,,27.74,53.72,19.105,,,14.28,236.81,123.96000000000001,155.687,15.379999999999999,,15.83,,1342.24,68.04,10.5,228.125,80.0,,,22.55,35.01,29.97,11.1,4.23,,14.625,9.9,,422.45,8.05,57.135,,,5.2,,,,,,3.6,34.0,,9.8,25.0,,,37351,10.302,51.32
253.12,158.56,443.72,142.95000000000002,58.435,24.185000000000002,108.24,782.5839999999998,,65.85,120.44,240.68499999999997,20.759999999999998,483.3849999999999,100.64999999999999,51.739999999999995,208.81,27.54,292.865,19.96,103.39,639.608,70.25999999999999,142.28,77.05,198.62,176.51999999999998,229.20000000000002,313.62,501.71,98.51,380.265,26.32,110.5,42.989999999999995,4.68,120.55,70.14,,,176.70999999999998,50.2,22.42,37.28,50.385,61.51,122.27999999999999,50.370000000000005,13.745,371.15999999999997,41.17,193.82999999999998,71.24,1683.3,160.45000000000002,155.585,32.44,33.989999999999995,684.565,181.79,189.68,1015.15,25.23,36.0,57.69,17.85,,89312,10.28,48.466
37.22,,7.68,,111.25,,52.68,189.675,,72.58,41.44500000000001,10.36,14.69,7.74,4.56,58.59,,,74.82,,15.1,96.91,53.96,,9.805,21.04,45.56,,,6.48,,22.9,,34.239999999999995,5.27,4.41,9.0,4.95,,14.04,27.38,56.14,,,,,,,,55.37500000000001,720.0,13.01,24.639000000000003,,,39.71,,18.48,8.55,139.82,,,10.14,,298.8,,,87787,10.259,47.903
328.46000000000004,274.535,80.30000000000001,76.45500000000001,44.78,127.21999999999998,110.93,2244.62,55.936,105.22,300.28999999999996,131.76,329.21,681.225,24.605,147.275,104.27,42.589999999999996,514.529,51.88,129.56,940.475,39.295,61.690000000000005,9.75,327.835,3457.5400000000004,25.04,272.7849999999999,88.74600000000001,138.48,421.758,12.0,130.54999999999998,165.21999999999997,3535.445,26.45,44.385,,25.52,932.2760000000001,210.235,12.09,215.61,100.445,17.97,75.33,31.92,31.87,277.152,99.42,175.738,97.575,41.69,131.7,18.64,9.75,244.55999999999997,531.505,209.59,91.485,9.4,22.709999999999997,29.5,49.94,152.20999999999998,,91555,10.321,49.175
18.92,76.2,42.64,,,7.525,23.22,15.54,,37.46,5.89,,13.09,57.205,,19.2,9.25,,100.88999999999999,45.41,22.68,146.38,7.16,,,45.82,75.16,19.08,59.84,,18.0,3.76,23.94,55.62,,,,,,,62.449999999999996,21.240000000000002,,10.8,12.48,,,,9.36,145.907,,16.92,4.41,3.185,21.81,24.134999999999998,7.99,,16.8,,17.155,,7.8,4.0,,11.7,,91635,10.294,49.401
59.9,45.019999999999996,5.89,,,5.4,29.925,106.725,10.64,,2011.8350000000003,71.13499999999999,1157.3300000000002,40.065,20.0,19.11,27.034999999999997,,43.61,,72.14500000000001,137.705,14.625,8.0,,24.27,45.64,,26.230000000000004,,18.72,14.46,50.31999999999999,24.165,9.89,,9.18,19.4,58.175,5.4,103.74000000000001,69.17,,,,,20.0,28.195,,67.38,230.505,17.16,10.045,34.555,,9.0,27.25,17.1,98.41999999999999,46.93,25.04,8.385,35.4,9.945,,5.066,,97640,10.331,50.394
57.32,15.68,61.75,,9.995,32.63,,168.794,49.22,32.55,12.52,17.27,323.8,78.64,,,,,102.9,,45.805,127.88499999999999,,,,29.97,262.595,66.7,,79.39999999999999,11.04,161.89600000000002,,10.51,19.89,45.75,,9.8,,34.230000000000004,166.73000000000002,103.27,59.94,29.9,,9.84,26.35,,6.4,94.9,8.74,87.12,11.05,,,6.12,9.36,16.560000000000002,,,,,29.835,17.0,18.9,13.05,,87761,10.285,48.065
4.65,,,,,,,,,8.775,,35.44,,15.36,,,,,30.24,,7.6,58.400000000000006,,,,,36.410000000000004,,128.09,,,9.55,,,,,6.24,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,23869,10.273,53.765
119.56,111.65,35.095,34.44,,38.68,135.0,403.9869999999999,4.5,97.3,18.81,30.64,22.25,147.64999999999998,26.18,21.15,48.49,22.95,54.14,12.48,221.44000000000003,179.66500000000002,8.74,12.135,9.4,179.02500000000003,187.724,60.230000000000004,137.76000000000002,9.86,62.14,76.53,,59.99999999999999,32.47,84.48,58.3,21.939999999999998,,31.94,51.295,146.45999999999998,14.32,,68.88999999999999,,61.56999999999999,5.76,30.36,113.75,43.405,77.88,5.39,167.76500000000001,4.0,32.96,27.02,17.0,,16.34,,,9.17,33.6,40.86,11.25,,89567,10.281,48.554
,,80.81,,9.95,17.55,10.5,,,4.465,,20.634999999999998,,75.475,,,,,,3.76,63.835,61.2,17.095,5.4,8.06,10.26,34.08,11.4,30.0,22.560000000000002,,4.6,18.9,,8.17,27.994999999999997,,,,4.2,41.36,53.61,,4.08,14.994,26.365000000000002,,6.0,5.2,14.850000000000001,8.74,150.32999999999998,,,16.25,,,9.74,13.8,35.496,,58.94,6.45,13.25,,7.2,,38228,10.278,52.147
,,,,,22.8,3.6,347.59999999999997,,,8.4,,23.13,149.1,,14.775,,29.89,,4.94,23.25,45.519999999999996,,,,10.26,2471.72,,71.58,49.980000000000004,58.14,4.89,,,,,,,,,5.04,,,13.44,,18.865,,,,5.4,4.23,16.28,166.44,,15.0,5.94,,30.24,161.04,132.61,,,,,210.9,29.7,,91605,10.268,49.467
52.88,223.97,24.0,95.175,15.4,7.48,55.332,374.02000000000004,,,45.855000000000004,22.330000000000002,61.779999999999994,86.36000000000001,,24.42,25.35,,46.595,,80.005,350.15,18.125,23.965,,9.17,340.15999999999997,,99.9,42.8,43.475,21.15,,7.2,20.130000000000003,9.4,38.94,40.0,,,38.78,101.71499999999999,,23.265,,29.76,9.75,,,,13.864999999999998,9.5,48.705,,12.16,29.89,,8.55,89.62,83.58,,,,,,8.75,,89359,10.286,48.407
5.52,47.81,2.115,19.89,,62.87,,392.55999999999995,40.42,77.82,32.44,244.16,96.69,97.675,,28.32,4.41,20.380000000000003,140.14000000000001,34.339999999999996,80.155,168.57500000000002,25.48,19.0,6.885,30.74,160.75,141.75,90.135,79.315,44.324999999999996,469.74,17.28,267.34,26.575000000000003,35.6,29.355,8.25,,,35.45,116.47999999999999,1.41,22.65,87.13999999999999,60.715,333.165,18.44,9.18,36.65,18.79,22.810000000000002,69.2,11.129999999999999,51.705999999999996,8.889,9.0,30.535,50.445,33.06999999999999,23.265,3.04,,12.89,,19.182,,87439,10.279,47.744
82.515,8.64,26.240000000000002,29.4,,76.27000000000001,88.905,87.638,60.0,,38.07,24.3,17.79,6.84,,6.24,,,102.45,,59.65,160.92,6.63,6.25,,43.74,44.96000000000001,2.1,70.62,,30.590000000000003,70.94500000000001,,23.990000000000002,,,,,,30.8,59.28,9.66,,8.55,8.775,,,,,24.215,32.4,,,,,,,,27.590000000000003,10.32,,,,,,,,87743,10.273,48.089
9.0,8.82,7.35,35.0,67.91499999999999,,30.75,3065.74,21.0,57.9,86.155,91.21000000000001,3.43,717.35,77.75,24.939999999999998,35.28,9.84,179.09,81.87,121.58,4185.030000000001,,,,61.96,119.465,,64.05,,24.689999999999998,185.345,39.68,5.52,,18.9,77.15,22.099999999999998,,,58.89,52.76,6.475,41.4,62.14,68.52,7.11,,,131.555,124.19,161.72299999999998,25.349999999999998,22.4,10.0,,7.84,33.44,3849.5950000000003,41.165,58.959999999999994,92.965,83.54,7.75,,,,97355,10.338,49.758
,25.36,,6.37,,22.299999999999997,,62.96,10.64,,201.78,39.375,8.23,34.17,151.04,,,59.77,26.18,9.6,39.614999999999995,55.93000000000001,,,68.0,,328.1,,20.759999999999998,328.0,8.88,,8.2,13.25,,,,,,,364.44,22.68,243.76,11.3,,14.399999999999999,7.25,7.0,,28.64,27.450000000000003,14.81,6.02,24.610000000000003,14.72,,,21.855,,10.04,23.68,,8.4,,243.66,30.0,,97469,10.288,50.017
126.96799999999999,,,,,91.8,33.120000000000005,119.87,,84.02000000000001,23.5,,,59.76,24.17,353.28,42.160000000000004,,17.48,,11.4,580.15,,16.31,4.75,10.8,341.84499999999997,30.0,18.06,40.05,,,,8.0,13.23,30.87,,416.25,,103.73,80.28,94.015,,,,5.5,,,,15.68,,,,,,17.55,,,4.7,4.8,53.705,7.05,,,,,,87749,10.268,47.973
33.39,,19.707,,,,,52.635000000000005,,,41.23,7.77,,83.71,6.375,,,,65.4,,,,,,,29.619999999999997,5.6,,,,,,,26.93,,,5.25,5.46,,,17.85,,,6.21,,,,4.5,9.36,14.0,,,,5.0,,,,,,4.56,,,,9.75,,,,38274,10.28,52.089
24.259999999999998,,189.17,,,,64.72,104.74000000000001,53.36,98.42,212.54,,10.54,599.29,,26.915,,4.5,,77.02,22.04,1202.3249999999998,,59.78,11.33,,312.52,,34.2,8.4,29.6,9.62,,7.52,29.270000000000003,49.14,,7.395,,,,35.64,,,12.52,,,14.28,,35.28,27.665,19.55,27.174999999999997,14.35,35.555,2.08,,86.13,2.53,15.98,,12.48,5.07,,517.16,,,97525,10.258,49.991
8.25,43.81,103.78,14.940000000000001,,6.48,20.16,149.283,6.83,1.4,23.826,,29.990000000000002,95.39,,24.885,49.28,22.3,69.51,,73.17,263.4,36.305,29.315,,,158.98000000000002,23.92,43.650000000000006,49.41,20.7,3.5,18.36,23.994999999999997,18.91,7.35,17.745,4.48,,58.14,80.18,70.47999999999999,,17.39,15.135,,22.800000000000004,,27.705,40.87,17.77,87.59,5.405,16.65,,,,51.84,5003.135,86.76,34.05,62.08,14.64,,16.685,29.7,,97346,10.315,49.675
,,28.6,9.3,11.25,5.76,,72.06,301.96000000000004,,87.51,,,31.58,,8.82,9.78,,,,5.46,15.32,,20.0,,89.46000000000001,84.33000000000001,,40.14,14.399999999999999,7.92,216.32,,,,,40.7,,,,5.04,,,,,,47.73,,,96.32,34.050000000000004,,,10.969999999999999,,31.990000000000002,,,5.89,,,3.12,7.44,,,,,24253,10.293,54.363
7.92,14.24,5.85,175.04000000000002,,9.24,,225.89499999999998,7.02,,16.34,34.83,,28.205,,20.6,,,4.86,3.995,,95.485,,10.39,47.205,11.34,,,124.10000000000001,18.36,,5.55,161.49,16.095,,178.055,,28.305,,,16.240000000000002,23.83,,,10.83,15.4,41.145,,26.665,3.76,10.34,12.48,,,23.310000000000002,,,13.02,22.44,46.2,,21.0,,21.675,,125.22,,97526,10.263,50.039
15.5,94.52499999999999,95.2,4.2,246.27,8.44,52.22,245.1,,,49.48,,12.9,31.095000000000002,235.20999999999998,5.39,24.8,34.18,41.7,,333.68,277.85,9.48,29.4,29.0,,72.67999999999999,,48.9,,7.05,9.66,8.36,25.94,24.42,26.599999999999998,10.5,131.83,,18.04,,250.70999999999998,,,20.009999999999998,6.5,9.5,9.8,18.53,9.68,46.58,,8.25,11.86,11.89,11.7,15.8,4.31,,90.69999999999999,79.64,,,15.9,7.779999999999999,,,23843,10.349,53.813
,,29.76,10.75,,,,,,,,,,,,,90.0,,,,,,,,,,432.16,,,,,,,,,,4.9,6.75,,,,,,,,,,199.92,,21.42,,,16.215,,,,,11.82,6.72,,,,,,,,,22962,10.283,53.633
,55.08,9.8,7.8,,27.95,,151.005,,,35.825,,,28.259999999999998,5.04,,,24.0,42.4,,,702.02,,,,,67.38,23.4,,,,54.45,,51.61,,,,,,37.839999999999996,29.4,9.68,,,,9.56,39.84,,,9.0,,6.96,8.879999999999999,,,,,,3.6,12.975,,,9.8,11.1,,,,87781,10.269,48.001
14.18,,28.2,45.02,4.5,,,134.75,38.870000000000005,,63.36,25.55,71.37,13.66,,,,,96.4,,,8.81,4.9,21.380000000000003,5.56,,14.66,,,,35.19,105.53999999999999,29.95,,12.135,9.815,55.38,,,,92.06,5.76,,7.22,8.05,10.04,9.95,2.5,5.75,20.27,,,4.7,8.67,16.42,23.9,,1.05,28.9,12.025,14.4,,,,,,,22946,10.369,53.609
,,,,,,,174.815,,,,21.12,23.02,11.5,,,,,,,,,,,,,10.7,,21.6,29.7,47.56,,11.7,7.18,,9.75,,,,,,,,,,,,,,,,,14.4,,,,,,9.12,8.0,,,,,,,,29353,10.294,52.608
,19.71,6.24,19.049999999999997,6.75,,23.1,277.125,,14.98,47.96,11.04,9.88,53.56,84.23500000000001,12.6,9.36,12.5,1.736,11.02,,42.765,,,,,113.4,,214.995,195.17999999999998,6.345,5.7,,8.74,,12.805,9.87,,,,55.9,34.965,7.03,14.945,3.96,62.199999999999996,15.200000000000001,14.98,,53.1,99.75,7.8,,9.01,,14.129999999999999,16.04,,34.44,58.28,29.84,16.560000000000002,,,,1.98,,24326,10.338,54.122
98.6,49.425,29.835,23.72,,68.53,,234.92,,9.15,36.260000000000005,21.52,119.50800000000002,11.5,8.55,,24.650000000000002,15.435,45.08,38.48,43.47,164.82500000000002,5.52,9.72,9.0,78.075,98.10999999999999,,74.76,17.1,,,29.7,49.835,46.96,39.47,7.65,,,,40.89,167.455,,,,36.8,8.33,6.63,7.109999999999999,,100.79,133.065,9.945,11.925,9.18,10.49,,10.08,,105.995,,,9.555,,25.14,6.12,,87549,10.319,47.586
,,102.4,,11.36,3.78,,,,,95.0,4.62,651.0,,,,142.07999999999998,,,,,1133.76,,,60.27,,,,,,,,,59.4,,,,90.24,,,,29.6,,,5.88,,,,,46.285,,,,,,,,,,47.12,2.88,,5.99,7.52,,,,36456,10.29,50.793
29.9,,18.4,,,,,57.9,,,36.0,8.64,,,,,,,,,,5.32,,,,94.05,,15.0,,30.0,,21.09,,,,7.84,,,,,,,,,,,,,,10.36,,,,,,,,,,,,,,16.32,12.26,,,29578,10.314,52.929
,7.36,110.88,,5.5,57.699999999999996,,323.81,15.080000000000002,8.2,156.57,9.37,7.52,29.54,,59.0,4791.71,15.79,111.71,16.1,,2319.1449999999995,,9.83,46.43,29.16,383.3,51.615,93.21,81.43,90.5,45.355,,102.745,3582.39,1813.59,15.19,,,,24.48,,,50.9,6.96,29.25,,,,77.275,47.74,,28.159999999999997,,29.97,,,28.305,91.06,71.63,17.200000000000003,,,,,59.64,,91465,10.309,49.518
44.769999999999996,,16.28,153.36,,12.54,,16.532,,30.24,26.549999999999997,49.68,9.8,111.63,,30.38,24.8,30.0,22.630000000000003,,9.8,18.240000000000002,13.01,10.0,10.0,49.86,71.912,,21.135,22.77,62.28,,9.165,,35.525,11.963999999999999,9.2,104.96,,,,10.53,,,14.5,,,,15.78,36.35,26.22,,9.88,,115.045,19.75,,,97.67999999999999,,35.975,,,,,,,87545,10.299,47.545
30.03,,365.84000000000003,9.72,,,,8.99,,,,2.76,98.83,36.12,1.1,213.27,,,39.129999999999995,495.47,,14.0,,258.72,5.1,9.03,6.9,,,11.5,,,,47.0,5.75,,,,,,,,,,,,,,,,,8.085,,,9.1,,8.68,,10.7,,,,,3.0,,,,29364,10.296,52.549
14.52,17.25,7.3,4.9,9.0,,14.04,9.0,17.02,18.71,44.33,,5.76,56.004999999999995,,9.065,,,11.95,,11.75,62.28,33.4,6.0,,9.0,31.58,,,,15.225,4.86,9.9,,6.885,13.19,,14.049999999999999,,,299.52,29.07,,,5.51,,19.6,,,,10.75,,7.05,123.605,,10.17,,,,,,,15.36,,,,,99826,10.345,51.079
92.65,30.78,,,,64.83,137.51,283.45899999999995,,22.41,148.51500000000001,89.3,37.96,27.03,78.96,86.58999999999999,8.93,,124.99000000000001,,66.99,238.356,,19.44,43.91,105.77699999999999,160.67000000000002,23.64,316.33000000000004,71.1,64.96,,99.0,373.316,,1.0,,14.99,18.4,51.27,90.32,30.55,,36.03,28.86,,17.15,,9.92,188.8,64.52000000000001,37.9,83.925,29.89,7.02,9.99,,101.255,118.0,87.88,76.71000000000001,,,,,23.6,,91608,10.31,49.361
