2009-9,2010-3,2012-1,2012-11,2014-4,2009-6,2009-8,2010-6,2010-8,2010-10,2011-6,2011-7,2011-10,2012-3,2012-7,2012-9,2013-5,2013-9,2009-11,2011-3,2011-11,2011-12,2013-1,2013-12,2014-5,2009-7,2009-12,2010-1,2010-5,2010-7,2010-11,2010-12,2011-1,2011-9,2013-4,2013-6,2013-7,2014-7,2009-2,2009-3,2009-10,2010-4,2011-2,2011-4,2012-8,2012-12,2013-3,2014-1,2014-6,2010-9,2011-5,2012-4,2012-10,2013-8,2013-10,2013-11,2014-3,2009-5,2012-6,2011-8,2012-5,2012-2,2013-2,2014-2,2010-2,2009-4,2009-1,plz,lat,lon
,4.23,,,10.0,,,11.175,39.915000000000006,,84.035,6.72,15.68,71.78,,,5.72,6.095,8.05,,9.6,,2.94,10.2,,,116.6,,45.540000000000006,,7.36,69.92,,,,9.18,,,,5.28,,,25.145,,,,12.0,,,17.25,9.9,,4.16,9.12,,5.6,,,58.8,,,,,10.0,,,,67361,8.274,49.273
,,,,,,,11.76,29.97,,6.48,104.16,,28.68,,,,253.8,8.84,11.0,,12.27,,,,,,,,4.2,,,,,13.02,,,16.83,,,8.84,,,,63.24,,4.24,,,,,,,,,,,,,,,,8.42,,9.03,,,35687,8.295,50.72
,17.97,,29.725,,4.62,,18.89,,39.67,32.625,,8.82,48.885000000000005,7.2,,25.319999999999997,5.28,8.46,,20.89,62.146,,12.63,,6.075,7.65,58.88,61.75,10.81,13.395,55.08,8.2,7.2,9.9,54.735,44.5,3.92,4.84,,17.64,14.129999999999999,24.15,,33.765,12.61,35.67,16.22,,38.209999999999994,,24.48,77.63,39.72,11.5,3.71,3.445,7.35,10.26,18.775,8.19,15.36,34.41,,13.76,5.6,,76751,8.283,49.087
343.60200000000003,16.03,17.67,49.33,,11.5,3.87,8.93,38.1,10.12,83.75999999999999,8.16,,43.455,44.28,4.86,14.65,7.42,47.76,20.05,66.44,174.81,7.8,5.0,,,34.97,,21.16,182.94,32.89,182.35,,109.25999999999999,4.5,6.36,16.05,29.5,,,,8.46,,12.955,36.220000000000006,,,,,29.439999999999998,75.58,7.0,15.405,6.36,11.44,,5.25,14.4,27.61,47.58,7.75,15.84,13.879999999999999,2.295,37.925,,,76461,8.281,48.866
,13.93,5.46,22.41,13.66,,,53.68,,,19.555,4.199,,3.29,9.559999999999999,6.24,9.8,12.4,,,22.287,51.14,,8.215,15.524999999999999,21.78,6.24,,,,68.88,6.58,,22.95,,4.77,20.8,9.24,10.5,81.345,13.14,,7.03,27.6,,,,12.05,,8.74,28.824999999999996,5.67,33.236000000000004,15.709999999999999,,,4.0,2.25,18.285,10.35,,5.655,9.8,16.6,5.25,44.9,,55296,8.285,49.903
5.76,79.24,,94.361,,52.225,17.85,242.535,,4.6,144.24499999999998,85.07000000000001,197.38500000000002,210.98499999999999,30.4,39.79,75.16499999999999,70.35,99.525,,55.365,338.76599999999996,8.925,26.665,9.0,14.2,480.885,8.775,68.91,60.900000000000006,12.15,282.06999999999994,56.01,19.185000000000002,39.345,90.13500000000002,40.75,62.0,,,67.71,32.55,88.2,59.709999999999994,45.92,14.86,27.365,148.99,5.5,141.85,45.72,,62.449999999999996,19.994999999999997,22.630000000000003,24.930000000000003,19.08,3.15,45.260000000000005,68.58999999999999,13.68,10.85,2.34,27.93,93.7,50.745000000000005,,33449,8.319,51.767
80.1,105.03999999999999,29.61,19.52,5.3,26.439999999999998,,186.80500000000004,20.895,,62.489999999999995,11.54,8.46,93.36,35.519999999999996,36.980000000000004,6.63,14.75,9.85,,50.730000000000004,18.38,66.9,,2.0,18.700000000000003,292.20500000000004,12.61,43.84,66.97,5.12,9.12,,70.48,,,,22.88,3.195,,73.99000000000001,51.160000000000004,,,20.4,26.9,56.66,12.72,,171.661,,95.755,14.7,14.965,108.30999999999999,,15.0,,10.4,13.75,10.475,,6.24,,4.3,7.525,,79790,8.328,47.598
,,,,,,4.48,961.81,,,32.53,,,,4.55,15.36,,,4.025,,28.75,,,,,,18.48,,,,,,,,23.0,,990.0,,,,39.015,47.080000000000005,,,,2.3,,,,,10.36,,5.265,,,,,,33.57,,,,,,,20.4,,55252,8.285,50.024
,,,7.35,,,,,,,,,,28.06,,7.35,,,,,44.46,77.16,,,,,99.88499999999999,,,45.675,,60.135,,,,14.91,8.388,,,,,,,,,,,,8.0,,13.63,,,,,9.18,,,,,7.84,,,,,,,67585,8.278,49.765
41.459999999999994,15.719999999999999,,41.379999999999995,,47.144999999999996,,50.7,130.78,38.589999999999996,51.1,86.64,105.3,103.00500000000001,35.3,22.49,,9.6,20.71,,25.0,40.338,7.595,52.525000000000006,,8.1,41.34,,45.49499999999999,,,32.28,66.75,12.3,,,115.8,,,53.36,11.120000000000001,29.9,33.35,15.652,,32.660000000000004,,,13.424999999999999,5.64,25.380000000000003,19.884999999999998,113.055,7.6,,,30.42,,25.939999999999998,7.2,,15.645,23.185,,,,,76764,8.292,49.111
17.805,33.35,,26.865,9.55,10.8,15.719999999999999,52.71,33.48,13.629999999999999,17.599999999999998,,43.64,153.36,17.57,47.05500000000001,38.275,244.02,28.740000000000002,47.066,4.9,34.785,9.87,,6.5,5.85,21.799999999999997,27.0,12.31,,52.27,35.11,,32.07,,16.52,452.045,5.4,,19.758,58.99,17.82,,12.0,34.519999999999996,5.6,104.99,,,,9.386,95.965,,63.5,160.8,7.0,49.68,7.35,186.17000000000002,50.31,190.59,29.45,,,16.92,,,76761,8.281,49.152
56.364999999999995,81.0,,29.345,9.505,17.385,90.37700000000001,259.165,,13.84,36.349999999999994,84.02,67.305,119.23999999999998,149.76,28.220000000000002,54.705,14.65,124.13000000000001,413.31,85.63,200.57,7.35,7.125,18.9,197.245,1367.7799999999997,,8.28,7.36,18.86,35.91,286.44,13.0,14.82,4.64,56.07000000000001,10.0,4.129,6.3,42.425,41.94,,8.823,13.44,26.79,101.55999999999999,5.1,13.26,62.04,,39.445,35.4,34.15,19.88,,,7.59,22.94,86.86,5.1,,9.75,,,8.91,,67550,8.338,49.689
,23.119,,33.24,5.04,49.261,9.625,121.56,9.065,,12.21,134.47,17.29,303.77500000000003,23.03,9.6,7.105,,69.4,28.6,,39.8,20.67,147.12,5.83,,287.76200000000006,,10.675,82.95,,77.74,,28.650000000000002,,12.350000000000001,,,,5.94,4.72,79.995,,4.7,9.12,18.740000000000002,,,9.6,167.505,,,24.110000000000003,,872.34,107.5,3.25,,528.115,4.6,3.9,3.78,,,17.535,3.52,,65205,8.316,50.053
7.02,,,23.41,,,,10.18,5.92,16.2,39.099999999999994,13.5,,8.33,4.165,69.12,,,,,50.83,19.035,,,22.44,,4.46,,,,7.015,,,,,8.385,,17.85,4.68,,135.0,7.38,,,1054.08,,,,8.0,,,,10.92,,,,,,,9.66,,,,,,,,67258,8.298,49.542
31.92,,7.59,30.39,,,196.10000000000002,42.69,8.88,,39.175000000000004,16.9,4.26,101.09,,19.11,,6.48,119.15,21.57,24.22,83.52,6.72,,7.65,4.9,46.315,,12.45,,,22.439999999999998,,14.44,14.655000000000001,,4.41,6.86,,,19.08,46.419999999999995,,,20.09,7.14,12.43,,7.48,5.5,9.6,6.96,36.54,16.575,34.25,11.0,,37.64,427.875,120.08,5.6,,,,4.05,28.44,,67245,8.289,49.518
,10.08,3.57,13.26,123.165,,,,44.8,7.77,5.04,,,31.44,,4.56,,,,,13.670000000000002,,,,,,,,17.76,,5.376,,,,7.79,,,,,6.9,7.65,,,4.56,,,,,,,,,,,,,,,,,,12.5,,,,,,65191,8.277,50.092
42.05500000000001,45.375,9.87,100.57999999999998,7.35,11.04,8.97,78.49,34.235,38.385,41.545,102.12,28.830000000000002,118.69,25.325,24.27,24.38,13.47,15.075,10.29,45.394999999999996,76.6,13.325,18.02,,11.04,269.85,,38.14,18.805,76.32,75.45,,70.88,30.809999999999995,16.32,9.73,,8.225,37.864999999999995,13.11,,48.51,19.77,9.719999999999999,17.835,15.65,7.0,8.0,23.555,11.559999999999999,90.22,2.34,54.730000000000004,4.5,7.95,9.01,77.044,285.13,17.39,11.03,12.905000000000001,5.0,5.035,,27.005,36.4,76756,8.295,49.194
22.75,,129.015,,,,,6.9,,33.5,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.98,,,,,,,,55116,8.272,50.001
23.275,,33.84,14.24,,64.87,,152.86,,19.78,177.005,5.18,43.54,143.39,6.86,33.026,6.5,,,12.42,58.13,137.675,,15.32,,2.04,38.519999999999996,,77.11500000000001,,,20.45,,14.969999999999999,7.0,,10.88,9.71,,23.055,15.96,41.27,,59.76,10.92,,,,,4.7,7.755,,,18.25,8.395,,14.0,,186.5,11.76,17.18,,5.5,,,,,67126,8.284,49.414
5.59,63.675,13.879999999999999,32.88,14.32,14.86,7.4399999999999995,427.205,17.97,38.660000000000004,40.34,70.88,59.870000000000005,67.1,15.51,7.68,13.379999999999999,36.519999999999996,87.435,20.09,38.55,145.649,17.15,20.44,3.0,27.99,264.995,,41.239999999999995,42.745,10.05,454.62,106.5,134.7,49.36,,61.04,172.435,9.08,9.988,37.12,47.760000000000005,12.05,70.24,35.515,10.79,17.42,8.0,4.0,89.69,37.839999999999996,59.64,54.77,24.7,28.085,19.2,14.955,28.150000000000002,38.76,38.66,25.095,9.5,39.21000000000001,110.24,21.240000000000002,,,76287,8.316,48.965
30.375,7.36,9.12,9.8,,3.42,,19.575,,,35.975,10.07,12.69,60.64,8.325,,7.42,7.95,364.416,,11.870000000000001,18.82,,,,,,,,4.32,,7.05,,9.5,,,7.93,18.516,,,19.97,,,,,,,,,24.038,14.21,47.52,9.12,10.0,7.5,,,,,,,3.43,24.26,,15.725,4.715,,76476,8.281,48.839
45.84,83.02,287.90500000000003,234.81999999999996,,17.41,19.78,780.7800000000001,46.62,246.382,93.48,234.72,97.4,707.095,91.07,7.35,279.5,14.870000000000001,269.685,30.99,2099.12,841.7500000000001,65.48,62.68000000000001,4.9,30.139999999999997,413.825,28.740000000000002,160.10500000000002,219.82000000000005,47.37,207.42000000000002,144.89,110.50999999999999,258.43,59.5,37.25,221.28,,55.43,96.97,203.85999999999999,91.78999999999999,14.990000000000002,68.41,169.75,38.300000000000004,,70.69,171.08999999999997,186.61,53.235,46.24,44.47,16.71,7.84,8.06,11.995,61.4,615.88,16.6,47.97,26.71,24.92,88.44,13.57,,49324,8.333,52.212
11.7,4.95,,9.07,6.0,11.44,,51.129999999999995,28.98,,89.98500000000001,6.9,74.83,175.315,501.05000000000007,8.575,,5.98,6.56,11.84,,58.33,7.28,11.055,16.74,85.05000000000001,12.36,,,52.205,11.15,49.165,,54.515,19.700000000000003,24.895000000000003,,21.05,10.34,,49.349999999999994,22.03,,,156.9,,29.3,9.120000000000001,9.54,18.4,32.04,4.7,5.46,6.75,42.42,63.81,,5.95,14.84,49.900000000000006,7.65,156.77,10.0,,,,,67459,8.324,49.36
23.619999999999997,8.36,,,,,8.64,69.67,6.12,12.15,31.855000000000004,,23.08,34.3,,12.54,14.25,1.96,29.35,11.28,11.27,286.978,,12.74,,16.5,15.23,9.54,,6.66,7.585,4.48,,40.53,6.25,,9.555,,,,,,5.55,,,9.24,31.205000000000002,,24.64,8.695,7.22,,32.54,34.42,,11.83,,4.32,,17.53,15.83,,,,,9.18,,35638,8.331,50.553
70.49,81.46000000000001,5.64,,39.2,8.775,107.075,545.53,12.825,57.620000000000005,254.13000000000002,85.524,42.19,447.002,42.5,28.02,,61.839999999999996,126.145,,217.258,626.8499999999999,14.14,292.87,20.092,302.35699999999997,378.63,4.2,269.63,19.16,10.535,79.00999999999999,,21.270000000000003,35.14,10.0,,9.69,,,68.58,180.82000000000002,5.55,59.58,43.74,200.64,19.5,10.0,6.54,55.535,110.33500000000001,15.291,106.76000000000002,,4.41,,6.757,27.0,,84.857,47.52,10.34,132.055,,,62.699999999999996,,79843,8.353,47.884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,,,,,,,,,13.2,4.725,,,,,,,,,,,,,,,,,182.52,,,,,,,,,67587,8.291,49.779
32.760000000000005,114.59,17.1,58.38,,,48.480000000000004,188.00000000000003,14.4,77.825,108.58500000000001,54.25,38.03,168.16,,1389.79,17.75,2.75,113.56,26.515,259.40099999999995,233.965,,,,9.2,57.54,,142.62,64.36,59.94,96.93,65.23,29.5,,7.91,8.4,,17.68,,37.8,34.019999999999996,9.44,12.65,19.75,,,,,42.53,,195.5,66.6,4.0,62.97,6.36,13.0,63.475,1106.14,10.35,50.16,29.92,7.02,6.0,130.25,66.44,,26939,8.361,53.313
21.93,46.980000000000004,41.995,303.875,,40.995,63.419999999999995,212.385,114.7,6.02,72.96000000000001,158.70999999999998,16.68,77.044,5.76,48.655,9.6,,21.21,123.0,32.965999999999994,278.98199999999997,15.925,,6.12,89.78500000000001,126.535,,15.66,71.02,28.49,32.4,1.38,43.86,105.02999999999999,23.03,86.19,12.5,,,18.28,341.64500000000004,,26.94,10.925,,3.75,10.0,15.696,263.93,138.34199999999998,14.82,49.26,,,7.414999999999999,9.81,7.92,24.5,161.21,,26.705,16.43,,36.150000000000006,,,78199,8.401,47.93
,,34.980000000000004,,7.7,7.2,,37.85,5.04,,,111.79,20.33,16.23,13.685,,,,14.0,20.16,,26.020000000000003,,,,64.77,81.81,9.0,,10.535,8.14,155.4,,8.58,32.019999999999996,,7.5,,,11.120000000000001,28.98,225.04,,5.75,25.445,,,9.99,29.58,,11.04,,8.33,,15.5,,,,20.16,,,,,,,,,67366,8.297,49.266
9.835,17.490000000000002,5.46,14.87,13.4,5.04,14.254999999999999,77.56,9.54,18.21,38.31,20.95,23.7,43.61000000000001,,8.58,,,,6.800000000000001,33.66,22.560000000000002,,,4.95,6.460000000000001,18.665,2645.355,,,,7.4,4.81,20.17,7.48,,4.94,,,,4.26,,,12.899999999999999,4.485,,22.44,9.89,42.25,29.7,6.11,4.655,7.105,12.69,13.61,,,,8.82,23.585,6.09,,7.61,,14.1,9.0,,67133,8.292,49.488
,,,4.92,,,,2.22,,5.67,6.33,,,28.22,13.72,61.98,,21.66,,,20.54,27.087000000000003,9.13,8.25,7.02,14.4,148.79,,42.050000000000004,,,9.24,,7.82,9.35,5.55,11.76,75.0,45.05,,,,,,,,5.72,5.4,,41.255,,,6.08,4.6,19.125,30.095,29.685,,3.6,8.14,5.25,,9.84,,,,,35684,8.292,50.783
22.9,41.0,,10.83,,10.53,6.125,7.6,,,42.97,18.2,36.03,6.93,,,7.35,142.335,12.15,8.16,,24.17,8.16,,14.58,,,,25.9,51.980000000000004,13.254999999999999,7.56,,18.45,39.61,14.559999999999999,59.95,5.5,4.55,10.12,21.240000000000002,5.135,,,7.95,,,,,8.91,,,18.009999999999998,6.24,,46.03,7.26,6.9,3.96,,6.0,,7.92,14.28,,24.330000000000002,,35764,8.326,50.644
,,,6.76,,6.6,,9.9,11.045,14.4,13.93,1063.584,23.14,18.794999999999998,,,4.34,,7.04,,,155.007,,18.46,,,35.349999999999994,5.425,,9.2,,14.85,,,70.32,,17.325,,,9.0,34.22,4.6,,,96.60499999999999,7.445,,,,22.21,8.28,,7.02,,11.54,5.52,,,10.535,8.82,,12.0,8.215,6.3,,3.08,,67136,8.293,49.462
4.9,57.707,26.53,15.475,,9.18,4.9,76.15,,,37.775,11.325,,1778.92,7.41,3.51,,,31.0,,12.658000000000001,73.44,,,,,115.90999999999998,8.1,3.52,,9.2,,35.980000000000004,6.665,13.345,4.8,1.92,28.75,,6.16,,,,,2.695,,5.4,20.450000000000003,6.0,14.61,10.265,,48.400000000000006,,,114.5,,,562.12,7.5,,,,43.65,,,,55294,8.308,49.929
98.255,22.41,46.325,52.51,7.8,31.895,57.21,349.506,13.459999999999999,24.884999999999998,77.95,123.0,25.35,210.55,,14.535,14.57,,213.15999999999997,8.51,368.33,287.72200000000004,6.76,,9.54,88.35000000000001,93.45599999999999,,21.61,266.01499999999993,14.43,23.21,,5.405,,6.0,44.660000000000004,45.464999999999996,,14.72,86.53,122.04,,39.69,,8.415,,,14.629999999999999,241.57,26.7,8.385,80.565,49.41,,145.78,,27.92,359.717,,,,,46.82,136.99,10.165,,78112,8.329,48.123
20.25,66.53,24.82,39.476,,12.46,66.74,129.635,5.875,45.385000000000005,155.33,166.07,13.395,50.080000000000005,22.919999999999998,339.57,20.4,34.265,60.075,12.879999999999999,108.20500000000001,145.005,,,15.95,35.58,183.965,5.75,90.30000000000001,32.489999999999995,,143.51999999999998,,60.160000000000004,23.72,77.19,17.225,84.24,,,29.48,142.905,,12.16,19.175,9.12,8.19,7.7,182.77999999999997,204.805,14.41,27.02,71.5,9.62,9.48,,14.7,11.48,145.7,8.23,7.53,6.86,,,,7.875,,72250,8.415,48.48
,,,7.14,9.995,11.34,17.674999999999997,21.73,,,32.089999999999996,,8.51,10.5,,42.76,,101.67,4.725,7.8,57.01,185.51999999999998,62.79,,11.05,,43.72,,63.989999999999995,31.439999999999998,,4.14,,11.27,18.060000000000002,8.0,4.5,,5.04,,50.4,22.98,,9.27,13.2,6.675,,,,5.4,,7.105,7.35,4.0,,3.76,,,,,8.4,34.18,,,,,,55283,8.318,49.87
120.73000000000002,32.4,76.54,11.76,,,69.475,86.77999999999999,,14.14,34.38,63.64999999999999,9.31,84.325,24.8,26.28,4.6,,36.629999999999995,40.275,33.64,37.36,7.0,,,34.44,174.90500000000003,,10.07,45.22,,959.6500000000001,,24.009999999999998,,78.96000000000001,5.76,,3.4,10.08,10.08,,,,8.0,9.6,7.675,,,19.46,60.69,,19.755,22.945,6.12,150.5,6.5,19.945,17.405,13.829999999999998,,,29.059999999999995,12.2,12.9,29.275,,67574,8.316,49.704
,21.955,,23.76,12.96,,10.9,109.59,,,29.68,5.51,26.32,57.809999999999995,5.85,9.84,,15.37,,6.345,25.71,114.595,17.1,,,23.19,23.64,,22.625,,4.86,7.955,35.71,,30.645,16.5,59.0,48.0,,10.125,22.5,,,3.8,7.35,21.875,38.28999999999999,27.142,20.0,,7.52,,5.85,,,7.621,,,5.0,59.465,,4.5,,29.85,,,,77761,8.34,48.273
,,,,,,,,,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25997,8.289,54.767
87.12,5.04,,19.66,,,,227.672,68.265,12.0,36.09,7.77,29.05,67.28999999999999,4.75,16.985,14.283000000000001,,4.025,,441.36,287.05,32.486999999999995,4.94,4.13,51.94,45.83,31.02,,11.36,13.079999999999998,37.755,2.28,2.34,5.6,5.4,13.579999999999998,3.06,,,,,,15.82,263.51000000000005,,32.135,,3.6,21.14,15.79,6.72,17.395,5.3,10.14,,,,29.64,298.43,5.1,23.88,21.939999999999998,4.2,8.955,,,76189,8.325,48.999
14.05,74.995,30.830000000000002,16.25,8.48,9.24,14.095,94.15,7.77,7.6,99.57000000000001,37.05499999999999,29.950000000000003,64.765,,9.065,26.905,,16.76,5.7,22.482,35.480000000000004,8.0,31.994999999999997,,16.2,81.42,,9.41,35.175,14.265,25.845,29.9,51.879999999999995,,9.54,10.120000000000001,7.02,5.4,,61.85,4.8,,12.59,8.33,14.79,,4.335,7.15,83.167,6.37,7.22,12.719999999999999,17.0,31.42,,8.77,7.875,10.760000000000002,13.3,34.35,210.605,15.955,,46.385000000000005,4.32,,67259,8.311,49.572
,,,9.6,,,,18.189999999999998,7.74,,,19.2,5.61,24.54,,3.43,,,5.94,,10.455,66.15,,,,7.2,31.695,5.3,,2.7,47.88,,,,,,,,,,4.2,,,6.9,,,4.515,2.53,,10.11,,6.11,4.875,,,7.585,,,,6.215999999999999,,,,,12.32,,,55246,8.311,50.012
,50.5,32.64,74.60499999999999,14.5,47.269999999999996,67.8,1010.376,116.08000000000001,2.59,160.60500000000002,187.41,74.748,729.7,,15.11,229.26999999999998,6.12,68.21000000000001,7.585,200.42999999999998,405.17499999999995,7.2,12.5,8.49,32.585,547.77,,20.115000000000002,61.379999999999995,121.75,156.86,,409.44000000000005,27.830000000000002,23.48,31.84,20.939999999999998,,,152.07,76.025,,35.01,43.5,40.39,10.605,48.3,,128.06,87.09500000000001,271.48,45.99,16.85,8.64,25.6,22.335,,4.46,35.825,,,41.242999999999995,9.75,34.72,,,27798,8.391,53.107
10.26,20.39,,16.28,,4.5,,21.25,18.57,5.62,9.91,7.0,,35.78,,,9.36,5.328,3.24,,,212.935,,8.09,,7.28,200.02700000000002,,18.575000000000003,3.375,,509.13,99.6,16.82,9.5,,,,,,51.760000000000005,3.99,132.15,,,9.84,6.835,,,344.965,5.25,,17.45,15.64,8.085,9.8,,,113.8,4.7,,,,,5.0,,,55130,8.312,49.962
18.055,5.58,21.299999999999997,49.04,16.36,8.8,3.38,62.17,27.729999999999997,,104.37499999999999,73.33000000000001,37.77499999999999,26.715,85.03,17.71,19.755000000000003,45.25,17.880000000000003,4.07,59.111000000000004,36.905,82.32,13.24,,,72.225,,,14.675,14.940000000000001,5.0,,34.74,15.76,17.5,4.77,12.3,4.725,2.88,,58.93,23.86,32.495,13.260000000000002,8.19,17.055,4.42,,19.419999999999998,26.92,15.23,10.11,9.3,22.28,23.22,11.45,13.93,24.99,91.56,,3.3,12.42,22.71,19.41,17.64,4.2,76593,8.395,48.734
34.4,,,7.8,,5.28,,29.9,,,,3.29,,,,,,,,,,276.25,,,31.68,110.79,25.56,,,17.22,193.17,29.61,,9.4,,105.415,29.44,,,134.98,81.6,15.18,38.67,,,,13.32,3.0,92.23,,,,,,,,8.5,3.52,5.16,,,,,,0.35,,,25980,8.358,54.878
35.97,22.08,,9.87,30.189999999999998,,29.25,146.77999999999997,,,55.129999999999995,,,36.675,,4.5,,,78.01,,151.435,51.48499999999999,,,8.16,12.0,14.79,26.98,17.105,,,,,5.67,24.635,12.985,,,,2.16,36.365,8.1,,,,11.25,8.06,,,21.33,4.41,7.84,20.46,,,9.45,,32.19,5.1,38.06,,,,,,5.13,,78144,8.344,48.19
43.545,27.325000000000003,40.48,50.812999999999995,53.349999999999994,35.144999999999996,13.389999999999999,106.34500000000001,101.43,114.875,21.95,90.07,38.3,550.1,,36.481,24.065,27.935,19.89,182.88,142.99499999999998,32.315,87.02,9.8,,4.2,80.26,,78.35,39.72,61.35,130.78,6.45,33.82,11.14,29.155,8.525,181.68,8.55,83.03999999999999,19.53,18.05,,14.165,24.255000000000003,7.8,,108.0,6.4,23.840000000000003,58.425000000000004,11.72,5.85,,29.7,,27.54,20.265,6.72,17.490000000000002,,,,3.0,33.33,21.99,8.1,67125,8.317,49.421
,,,,,,,30.36,,17.268,11.135,14.8,,345.43,,,11.175,,4.5,3.995,25.48,7.2,,,,,,16.92,,121.06,9.4,,22.08,,30.0,17.759999999999998,,12.0,,,29.683,,7.585,,4.56,,13.44,,,11.52,,5.32,8.28,15.629999999999999,,,,7.84,,,,,,,,,,67577,8.323,49.764
6.72,8.51,27.965,,,,,49.650000000000006,,30.08,12.15,7.6,,,,11.51,,28.4,,,5.355,40.635000000000005,,,,,30.4,,24.48,10.81,,31.02,,,9.45,11.04,13.440000000000001,,,,,10.8,,,,10.7,,,,,,,13.68,,,,34.545,,,,,,7.995,,,10.44,,67582,8.322,49.741
15.02,11.28,130.51500000000001,114.22,10.25,26.82,32.56999999999999,699.0500000000001,109.655,62.765,42.69,224.91500000000002,78.399,257.99,32.64,124.26999999999998,48.41,29.025000000000002,127.67999999999999,10.92,105.485,589.5190000000001,71.83500000000001,25.65,26.285,69.95,171.98499999999999,7.8,161.745,139.88,41.665,232.80000000000004,51.45,91.74000000000001,177.42000000000002,60.33500000000001,35.68,50.989999999999995,,33.120000000000005,46.05,80.76,9.51,9.545,40.465,9.89,139.84999999999997,49.120000000000005,51.27499999999999,816.145,59.489999999999995,136.52,129.64999999999998,44.77,15.7,83.345,79.74499999999999,67.65,1099.295,50.510000000000005,10.885,70.03999999999999,38.86,19.5,180.0,16.9,,33334,8.373,51.92
37.305,28.08,39.3,153.045,24.925,33.47,6.859999999999999,112.14,770.3999999999999,248.3,25.619999999999997,72.03,37.275,135.36,103.135,198.9,13.16,12.42,78.44,27.185,99.19999999999999,257.515,20.305,14.65,35.309999999999995,16.27,346.83000000000004,,86.59,43.61,14.82,82.58000000000001,61.5,66.545,9.18,35.245,25.130000000000003,67.101,4.1,18.91,86.185,88.84,20.71,98.455,31.215,29.685000000000002,59.462999999999994,16.515,25.32,370.1499999999999,55.57,41.13,28.259999999999998,13.495000000000001,,,9.81,12.56,25.165,306.48999999999995,38.475,100.93,27.874999999999996,15.975000000000001,52.525000000000006,16.33,9.0,76571,8.345,48.818
4.8,13.8,,,,11.81,,58.805,10.32,78.84,20.42,,44.175,66.432,6.0,,,,14.030000000000001,8.93,21.9,89.36500000000001,27.012,,,,23.125,,16.2,18.93,,9.02,5.52,17.425,,,10.0,,,,6.075,8.97,,22.5,5.51,,,9.99,63.25,18.33,,24.869999999999997,9.945,9.72,,,,,,23.03,,,,,7.02,,,78730,8.323,48.236
10.350000000000001,9.805,27.63,59.75,16.759999999999998,180.87500000000003,46.56,892.8949999999998,87.61,39.06,47.47,87.48,261.64,63.455,4.68,,21.19,10.530000000000001,222.06,70.3,130.268,261.065,244.62,7.5,41.912,17.895,346.39,155.67999999999998,84.39999999999999,43.67,25.28,127.16900000000001,61.94,74.42200000000001,30.78,82.25,45.78000000000001,189.01,,14.105,21.6,267.885,60.788000000000004,8.17,433.96,217.805,1404.75,,10.584999999999999,81.8,18.259999999999998,72.74000000000001,46.565,,48.0,12.46,5.25,5.812,32.04,73.66999999999999,10.235,22.68,63.485,10.75,48.16,3.24,,76316,8.347,48.884
138.39999999999998,42.925,33.51,39.06,47.24,23.985,49.94,231.19000000000003,47.82300000000001,53.55,38.89,58.769999999999996,37.55,106.66499999999999,,,42.74,42.5,55.58,59.925,153.52499999999998,613.93,66.99,58.1,26.009999999999998,29.6,173.61500000000004,239.01,244.49999999999997,469.87999999999994,161.94,105.09899999999999,68.63,26.03,51.300000000000004,35.37,204.13500000000002,68.11999999999999,,,55.28,5.88,15.105,7.800000000000001,19.845,7.1,44.93,14.64,,163.44,64.44,500.78000000000003,41.885,,16.6,28.81,30.19,,517.52,43.005,22.395000000000003,35.16,231.85500000000002,75.46499999999999,29.97,0.88,,33803,8.381,52.0
11.02,13.32,8.6,9.49,0.84,5.07,3.3,159.263,39.965,3.29,60.985,8.55,54.31,562.1350000000001,718.32,36.25,21.48,,55.45,,24.119999999999997,3021.125,9.1,8.25,,14.299999999999999,13.78,,38.485,18.675,13.43,180.32999999999998,12.54,50.09,20.92,17.96,,8.75,,9.45,3.06,109.07,15.2,18.95,10.56,91.23,23.21,,3.25,111.44,57.36999999999999,11.02,27.039999999999996,24.25,5.0,5.0,,,3.84,7.56,26.880000000000003,21.74,40.01,,17.14,,,79787,8.329,47.624
19.04,7.88,47.775,8.19,,3.0,,69.58,117.66,13.11,28.049999999999997,15.100000000000001,50.71,20.14,,,,,10.8,,,378.82,5.0,,3.36,,,138.48000000000002,4.51,6.6,,16.892,84.69,31.61,4.505,3.64,9.45,18.87,16.509999999999998,,36.665,15.93,,,,,,,,127.16,5.51,7.65,4.29,,,,,,,12.719999999999999,54.39,18.130000000000003,22.05,,16.6,8.0,,65462,8.335,49.975
,7.2,,28.36,,14.305,5.4,61.295,,,5.76,,35.35,80.105,19.44,46.375,9.72,,,,22.8,29.38,27.21,10.07,,28.4,,6.12,,,6.24,,,,74.16,,,,,,,,5.76,,7.16,,,,7.2,18.15,,7.02,,13.9,4.62,,,,7.595,8.16,8.64,20.545,9.18,,,,,76774,8.342,49.127
